순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
1;9788965700036;아프니까 청춘이다;김난도;쌤앤파커스;20101224;시/에세이;\14,000
2;9788934939603;정의란 무엇인가;마이클 샌델;김영사;20101020;인문;\15,000
3;9788936433673;엄마를 부탁해;신경숙;창비;20081110;소설;\13,000
4;9788991239685;백설공주에게 죽음을(타우누스 시리즈 4);넬레 노이하우스;북로드;20110211;소설;\13,800
5;9788936433703;도가니;공지영;창비;20090630;소설;\12,000
6;9788937483943;스티브 잡스(양장본 HardCover);월터 아이작슨;민음사;20111024;경제/경영;\25,000
7;9788950926298;생각 버리기 연습;코이케 류노스케;21세기북스;20100910;자기계발;\12,000
8;9788971848685;닥치고 정치;김어준;푸른숲;20111010;정치/사회;\13,500
9;9788901130460;자기혁명(시골의사 박경철의);박경철;리더스북;20111005;자기계발;\16,000
10;9788960511194;그들이 말하지 않는 23가지;장하준;부키;20101108;경제/경영;\14,800
11;9788984371071;종이 여자;기욤 뮈소;밝은세상;20101221;소설;\12,000
12;9788958660941;낯익은 타인들의 도시;최인호;여백미디어;20110523;소설;\12,800
13;9788990700582;해커스 토익 READING(3판)(단어암기장1권, 해설집1권포함);David Cho;해커스어학연구소;20081101;외국어;\18,800
14;9788970652566;사랑합니다 감사합니다;고도원;홍익출판사;20110125;시/에세이;\13,800
15;9788990700346;해커스 토익 보카(무료 단어암기 TEST, 무료학습자료 제공);David Cho;해커스어학연구소;20060821;외국어;\12,900
16;9788987523231;이 세상 살지 말고 영원한 행복의 나라 가서 살자(양장본 HardCover);우명;참출판사;20110701;인문;\12,000
17;9788932910864;베르나르 베르베르의 상상력 사전;베르나르 베르베르;열린책들;20110303;시/에세이;\15,800
18;9788977771888;운명(문재인의);문재인;가교;20110615;정치/사회;\16,000
19;9788990700469;해커스 토익 스타트 READING(초보토익 4주완성);David Cho;해커스어학연구소;20081125;외국어;\14,900
20;9788954613026;리딩으로 리드하라(양장본 HardCover);이지성;문학동네;20101117;자기계발;\15,000
21;9788901114637;서른 살엔 미처 몰랐던 것들;김선경;걷는나무;20101118;시/에세이;\13,000
22;9788956604992;7년의 밤;정유정;은행나무;20160530;소설;\14,500
23;9788935208760;10년후 미래;대니얼 앨트먼;청림출판;20110523;경제/경영;\15,000
24;9788993964264;고구려. 1: 도망자 을불(양장본 HardCover);김진명;새움;20110228;소설;\12,800
25;9788936433871;두근 두근 내 인생;김애란;창비;20110620;소설;\12,000
26;9788954612999;브리다(양장본 HardCover);파울로 코엘료;문학동네;20101021;소설;\12,000
