순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
1;9788965700609;멈추면 비로소 보이는 것들;혜민 스님;쌤앤파커스;20120127;시/에세이;\14,000
2;9788995501443;꾸뻬씨의 행복여행;프랑수아 를로르;오래된미래;20040728;소설;\13,500
3;9788937487927;색채가 없는 다자키 쓰쿠루와 그가 순례를 떠난 해(양장본 HardCover);무라카미 하루키;민음사;20130701;소설;\14,800
4;9788965744023;정글만리. 1(양장본 HardCover);조정래;해냄출판사;20130701;소설;\13,500
5;9788972756194;나미야 잡화점의 기적(양장본 HardCover);히가시노 게이고;현대문학;20121219;소설;\14,800
6;9788965701200;김미경의 드림 온(Dream On);김미경;쌤앤파커스;20130111;자기계발;\7,500
7;9788995932582;적을 만들지 않는 대화법;샘 혼;갈매나무;20150323;자기계발;\12,000
8;9788901150598;습관의 힘;찰스 두히그;갤리온;20121030;자기계발;\16,000
9;9788965420217;해커스 토익 보카(인덱스포함)(증보판);David Cho;해커스어학연구소;20110520;외국어;\12,900
10;9788901154091;나는 죽을 때까지 재미있게 살고싶다;이근후;갤리온;20130201;시/에세이;\14,000
11;9788965420170;해커스 토익 Reading(전면개정판)(단어암기장, 실전모의고사 포함);David Cho;해커스어학연구소;20130617;외국어;\18,800
12;9788965701255;나는 다만 조금 느릴 뿐이다;강세형;쌤앤파커스;20130129;시/에세이;\14,000
13;9788984317413;인생수업;법륜;휴;20131009;종교;\13,000
14;9788968330124;1cm+(일 센티 플러스);김은주;허밍버드;20130718;시/에세이;\13,800
15;9788954620666;달에게 들려주고 싶은 이야기(양장본 HardCover);신경숙;문학동네;20130318;소설;\12,000
16;9788954618984;천 번을 흔들려야 어른이 된다;김난도;오우아;20120828;시/에세이;\14,000
17;9788950940768;언니의 독설(흔들리는 30대를 위한)(2판);김미경;21세기북스;20121015;자기계발;\16,000
18;9788984371026;빅 픽처;더글라스 케네디;밝은세상;20100610;소설;\12,000
19;9788956607030;28;정유정;은행나무;20130627;소설;\14,500
20;9788965132288;어떻게 살 것인가;유시민;생각의길;20130313;인문;\15,000
21;9788965420194;해커스 토익 Listening(전면개정판)(단어암기장, CD1장포함);David Cho;해커스어학연구소;20130617;외국어;\18,800
22;9788901152219;죽음이란 무엇인가;셸리 케이건;엘도라도;20121121;인문;\16,800
23;9788998015015;지금 시작하는 인문학;주현성;더좋은책;20121020;인문;\18,000
24;9788960652859;그래도 사랑하라;전대식;공감;20121225;시/에세이;\14,000
25;9788965420354;해커스 토익 스타트 리딩(구토익)(개정판);David Cho;해커스어학연구소;20130722;외국어;\14,900
26;9788983924872;인페르노. 1;댄 브라운;문학수첩;20130705;소설;\13,000
27;9788932916378;제3인류. 1(양장본 HardCover);베르나르 베르베르;열린책들;20131023;소설;\13,800
28;9788956056531;여덟 단어;박웅현;북하우스;20130520;인문;\15,000
29;9788970127248;총 균 쇠;재레드 다이아몬드;문학사상;20051219;역사/문화;\28,000
30;9788954429900;마법의 순간;파울로 코엘료;자음과모음;20130509;시/에세이;\13,700
31;9788960865907;하워드의 선물;에릭 시노웨이;위즈덤하우스;20130304;자기계발;\14,000
32;9788901153773;당신은 전략가입니까(양장본 HardCover);신시아 A. 몽고메리;리더스북;20130206;경제/경영;\16,800
33;9788994747187;관찰의 힘;얀 칩체이스;위너스북;20130610;경제/경영;\15,000
34;9788965700036;아프니까 청춘이다;김난도;쌤앤파커스;20101224;시/에세이;\14,000
35;9788901158594;딸에게 보내는 심리학 편지;한성희;갤리온;20130712;인문;\14,000
36;9788915048249;임신 출산 육아 대백과(개정판);삼성출판사 편집부;삼성출판사;20150725;가정/육아;\18,500
37;9788954622035;살인자의 기억법;김영하;문학동네;20130725;소설;\10,000
38;9788996991304;나는 내일을 기다리지 않는다(인플루엔셜 대가의 지혜 시리즈);강수진;인플루엔셜;20130123;자기계발;\14,000
39;9788993964585;고구려. 5: 백성의 왕(양장본 HardCover);김진명;새움;20130527;소설;\12,800
40;9788993734300;관점을 디자인하라;박용후;프롬북스;20130712;자기계발;\14,800
41;9788932916194;창문 넘어 도망친 100세 노인;요나스 요나손;열린책들;20130725;소설;\13,800
42;9788993928488;바람이 분다 당신이 좋다;이병률;달;20120701;여행;\13,800
43;9788990985767;이중섭 편지와 그림들(1916-1956)(개정판 2판)(양장본 HardCover);이중섭;다빈치;20110416;예술/대중문화;\15,000
44;9788992825726;희망의 귀환;차동엽;위즈앤비즈;20130405;자기계발;\14,800
45;9788993616262;365 매일 읽는 긍정의 한 줄(개정판)(양장본 HardCover);린다 피콘;책이있는풍경;20121130;시/에세이;\13,500
46;9788965420378;해커스 토익 스타트 리스닝(구토익)(개정판)(CD1장포함);David Cho;해커스어학연구소;20130722;외국어;\12,900
47;9788933870181;어떻게 원하는 것을 얻는가;스튜어트 다이아몬드;8.0(에이트 포인트);20111130;자기계발;\15,000
48;9788997575169;원씽(The One Thing)(리커버 특별판);게리 켈러;비즈니스북스;20130830;자기계발;\14,000
49;9788984371200;7년 후;기욤 뮈소;밝은세상;20121127;소설;\13,500
50;9788984371262;더 잡;더글라스 케네디;밝은세상;20130806;소설;\14,500
51;9788954609173;위대한 개츠비(세계문학전집 7);F. 스콧 피츠제럴드;문학동네;20091215;소설;\9,500
52;9788956604992;7년의 밤;정유정;은행나무;20160530;소설;\14,500
53;9788956055466;책은 도끼다;박웅현;북하우스;20111010;인문;\16,000
54;9788901153834;문명의 배꼽 그리스(박경철 그리스 기행 1: 펠로폰네소스 편);박경철;리더스북;20130202;인문;\20,000
55;9788984314207;스님의 주례사;법륜;휴;20100913;종교;\12,000
56;9788972882435;파이 이야기;얀 마텔;작가정신;20131113;소설;\14,000
57;9788990700315;HACKERS VOCABULARY(해커스 보캐블러리);David Cho;해커스어학연구소;20060620;외국어;\15,900
58;9788927804093;서울 시(양장본 HardCover);하상욱;중앙북스;20130210;시/에세이;\9,800
59;9788992441230;내 편이 아니라도 적을 만들지 마라;스샤오옌;다연;20120207;자기계발;\15,000
60;9788956056388;역사 e;EBS <역사채널 e>;북하우스;20130304;인문;\15,800
61;9788976820532;삐뽀삐뽀 119소아과(개정판 11판)(삐뽀삐뽀 시리즈 1);하정훈;그린비;20140510;가정/육아;\29,800
