순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
1;9,789E+12;미움받을 용기(교보문고 단독 스페셜 에디션)(리커버:K);기시미 이치로;인플루엔셜;20141117;인문;\14,900
2;9,78899E+12;지적 대화를 위한 넓고 얕은 지식;채사장;한빛비즈;20170117;인문;\16,000
3;9,79119E+12;비밀의 정원(출간 5주년 기념 특별 리커버 에디션);조해너 배스포드;클;20140820;예술/대중문화;\12,000
4;9,78897E+12;나미야 잡화점의 기적(양장본 HardCover);히가시노 게이고;현대문학;20121219;소설;\14,800
5;9,78899E+12;지적 대화를 위한 넓고 얕은 지식: 현실너머 편;채사장;한빛비즈;20150204;인문;\16,000
6;9,79119E+12;하버드 새벽 4시 반(교보문고 단독 100쇄 기념 리커버 에디션)(리커버:K)(양장본 HardCover);웨이슈잉;라이스메이커;20191108;자기계발;\14,000
7;9,79113E+12;오베라는 남자;프레드릭 배크만;다산책방;20150520;소설;\13,800
8;9,78893E+12;창문 넘어 도망친 100세 노인;요나스 요나손;열린책들;20130725;소설;\13,800
9;9,78893E+12;백종원이 추천하는 집밥 메뉴 52;백종원;서울문화사;20140828;요리;\9,900
10;9,78897E+12;해커스 토익 보카(구토익)(전면개정판);David Cho;해커스어학연구소;20140512;외국어;\12,900
11;9,78896E+12;대화의 신;래리 킹;위즈덤하우스;20181211;자기계발;\12,800
12;9,78895E+12;허즈번드 시크릿;리안 모리아티;마시멜로;20150320;소설;\14,800
13;9,78896E+12;7번 읽기 공부법(책 한 권이 머릿속에 통째로 복사되는);야마구치 마유;위즈덤하우스;20150326;자기계발;\11,800
14;9,78896E+12;혼자 있는 시간의 힘(기대를 현실로 바꾸는);사이토 다카시;위즈덤하우스;20150727;자기계발;\12,800
15;9,78897E+12;해커스 토익 리딩(Hackers toeic Reading)(구토익);David Cho;해커스어학연구소;20150701;외국어;\18,800
16;9,78899E+12;가면산장 살인사건(양장본 HardCover);히가시노 게이고;재인;20140926;소설;\14,800
17;9,789E+12;그림의 힘;김선현;8.0(에이트 포인트);20150302;자기계발;\18,800
18;9,78897E+12;유시민의 글쓰기 특강;유시민;생각의길;20150410;인문;\15,000
19;9,78898E+12;센트럴 파크;기욤 뮈소;밝은세상;20141211;소설;\13,800
20;9,78897E+12;담론;신영복;돌베개;20150420;인문;\18,000
21;9,78896E+12;스물아홉 생일 1년 후 죽기로 결심했다;하야마 아마리;예담;20120720;시/에세이;\12,800
22;9,79116E+12;내 옆에 있는 사람;이병률;달;20150701;여행;\14,500
23;9,79119E+12;글자전쟁(양장본 HardCover);김진명;새움;20150801;소설;\14,200
24;9,78898E+12;딸에게 주는 레시피;공지영;한겨레출판사;20150609;시/에세이;\13,500
25;9,78897E+12;해커스 토익 리스닝(Hackers toeic Listening)(구토익);David Cho;해커스어학연구소;20150701;외국어;\18,800
26;9,78893E+12;마션;앤디 위어;알에이치코리아;20150731;소설;\15,000
27;9,78899E+12;어떤 하루;신준모;프롬북스;20140310;시/에세이;\13,800
28;9,789E+12;세계미래보고서 2045;박영숙;교보문고;20150105;경제/경영;\15,000
29;9,78897E+12;해커스 토익 스타트 리딩(구토익)(개정판);David Cho;해커스어학연구소;20130722;외국어;\14,900
30;9,78895E+12;에디톨로지;김정운;21세기북스;20141024;인문;\18,000
31;9,78892E+12;임신 출산 육아 대백과(개정판);삼성출판사 편집부;삼성출판사;20150725;가정/육아;\18,500
32;9,78899E+12;언제 들어도 좋은 말;이석원;그책;20170917;시/에세이;\13,000
33;9,79116E+12;1그램의 용기;한비야;푸른숲;20150224;시/에세이;\14,000
34;9,7889E+12;너는 나에게 상처를 줄 수 없다;배르벨 바르데츠키;걷는나무;20131120;인문;\14,000
35;9,78895E+12;라면을 끓이며(양장본 HardCover);김훈;문학동네;20150930;시/에세이;\15,000
36;9,78893E+12;그래도 사랑;정현주;중앙북스;20130923;시/에세이;\13,800
37;9,7889E+12;내가 혼자 여행하는 이유;카트린 지타;걷는나무;20150730;시/에세이;\13,000
