순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
71;9788990794529;사랑해 사랑해 사랑해(아기 그림책 보물창고 1)(양장본 HardCover);버나뎃 로제티 슈스탁;보물창고;20190325;유아(0~7세);\10,500
72;9788950952587;마법천자문. 27: 환하게 비추어라 비출 조(손오공의 한자 대탐험);올댓스토리;아울북;20140115;어린이(초등);\9,800
73;9791130601007;퍼펙트 워크;왕중추;다산북스;20140106;경제/경영;\15,000
74;9788993928488;바람이 분다 당신이 좋다;이병률;달;20120701;여행;\13,800
75;9788932909349;그리스인 조르바(열린책들 세계문학 21)(양장본 HardCover);니코스 카잔차키스;열린책들;20091220;소설;\12,800
76;9788950954406;살아 있는 뜨거움;김미경;21세기북스;20140210;시/에세이;\15,000
77;9788996347200;아기가 잘먹는 이유식은 따로 있다;김정미;레시피팩토리;20100201;요리;\12,800
78;9788955616477;심플하게 산다;도미니크 로로;바다출판사;20120903;자기계발;\12,000
79;9791156253105;원피스. 73: 드레스로자 SOP 작전;Eiichiro Oda;대원씨아이;20140330;만화;\5,000
80;9788996628798;내일도 출근하는 딸에게;유인경;위즈덤경향;20140303;시/에세이;\13,800
81;9788954617246;칼의 노래(책다시숲 리커버 에디션)(개정판)(양장본 HardCover);김훈;문학동네;20120105;소설;\14,000
82;9788970129006;몬순(제38회 이상문학상 작품집 2014년);편혜영;문학사상;20140122;소설;\13,800
83;9788949190020;모모(비룡소 걸작선 13);미하엘 엔데;비룡소;20091020;소설;\12,000
84;9788984371026;빅 픽처;더글라스 케네디;밝은세상;20100610;소설;\12,000
85;9788901152219;죽음이란 무엇인가;셸리 케이건;엘도라도;20121121;인문;\16,800
86;9791195026135;술 취한 코끼리 길들이기;아잔 브라흐마;연금술사;20131205;시/에세이;\16,000
87;9788975276385;리스본행 야간열차(세계문학의 천재들 1);파스칼 메르시어;들녘;20140325;소설;\16,000
88;9788917221992;ETS 토익 VOCA(전면개정판);ETS;YBM;20131202;외국어;\14,000
89;9788990700315;HACKERS VOCABULARY(해커스 보캐블러리);David Cho;해커스어학연구소;20060620;외국어;\15,900
90;9788983711892;코스모스(보급판);칼 세이건;사이언스북스;20100120;과학;\18,500
91;9788926395820;쿠키런 어드벤처. 1: 런던;송도수;서울문화사;20140120;어린이(초등);\9,800
92;9788928615360;프랑스 아이처럼;파멜라 드러커맨;북하이브;20130320;가정/육아;\15,000
93;9788965420286;그래머 게이트웨이 베이직(Grammar GateWay Basic): 초보를 위한 기초 영문법(Light Version)(해커스)(3판);David Cho;해커스어학연구소;20130501;외국어;\12,900
94;9788996347279;진짜 기본 요리책;월간 수퍼레시피;레시피팩토리;20130118;요리;\15,800
95;9788960375536;이보영의 여행 영어회화(CD1장포함);이보영;에듀박스;20090918;외국어;\9,800
96;9788986836240;왜 나는 너를 사랑하는가(개정판)(양장본 HardCover);알랭 드 보통;청미래;20130115;소설;\12,000
97;9788943306090;사과가 쿵!(세계 걸작 그림책 지크)(보드북);다다 히로시;보림;20090620;유아(0~7세);\9,500
98;9788954610971;어두운 상점들의 거리(개정판)(세계문학전집 40);파트릭 모디아노;문학동네;20100517;소설;\10,000
99;9788954625883;버티는 삶에 관하여;허지웅;문학동네;20140926;시/에세이;\15,800
100;9791125301103;토마토 BASIC READING(베이직 리딩)(토익점수 마구 올려주는)(전면개정판 3판);이보영;능률교육;20131101;외국어;\14,800
101;9788959136896;스물아홉 생일 1년 후 죽기로 결심했다;하야마 아마리;예담;20120720;시/에세이;\12,800
102;9788901047546;한권으로 읽는 조선왕조실록;박영규;웅진지식하우스;20130113;역사/문화;\18,000
103;9788984315112;엄마 수업;법륜;휴;20111014;가정/육아;\12,000
104;9788936456221;우아한 거짓말(창비청소년문학 22);김려령;창비;20091120;소설;\12,000
105;9788960862371;1만 시간의 법칙(양장본 HardCover);이상훈;위즈덤하우스;20100225;자기계발;\10,000
106;9788960477957;스크린 영어회화: 겨울왕국(30장면으로 끝내는)(CD1장포함);강윤혜;길벗이지톡;20140130;외국어;\18,000
107;9788983924469;메이즈 러너(메이즈 러너 시리즈 1);제임스 대시너;문학수첩;20120705;소설;\14,800
108;9788901148007;스마트한 생각들;롤프 도벨리;걷는나무;20120628;자기계발;\14,000
109;9788970123691;상실의 시대(원제: 노르웨이의 숲)(3판);무라카미 하루키;문학사상사;20100720;소설;\15,000
110;9788954429900;마법의 순간;파울로 코엘료;자음과모음;20130509;시/에세이;\13,700
111;9788954624060;개포동 김갑수씨의 사정(양장본 HardCover);허지웅;아우름;20140305;소설;\12,000
112;9788994553016;보카바이블 (VOCA Bible)3.0(미니단어장)(전2권);허민;스텝업;20110707;외국어;\32,500
113;9788965420347;해커스 토익 스피킹 스타트(개정판)(CD2장포함);David Cho;해커스어학연구소;20130901;외국어;\19,800
114;9788992037723;클로즈업 홍콩(2015-2016)(개정판);유재우;에디터;20150401;여행;\17,000
115;9788994025261;손글씨 잘 써서 좋겠다;공병각;양문;20130620;예술/대중문화;\18,000
116;9788957365793;자본주의(EBS 다큐프라임);EBS 자본주의 제작팀;가나출판사;20130927;경제/경영;\17,000
117;9788934939603;정의란 무엇인가;마이클 샌델;김영사;20101020;인문;\15,000
118;9788936472436;나의 문화유산답사기 일본편. 3: 교토의 역사;유홍준;창비;20140515;역사/문화;\18,000
119;9788994747187;관찰의 힘;얀 칩체이스;위너스북;20130610;경제/경영;\15,000
120;9788984314207;스님의 주례사;법륜;휴;20100913;종교;\12,000
121;9788991418141;다른 길;박노해;느린걸음;20140201;시/에세이;\19,500
122;9788960478091;스피킹 매트릭스(Speaking Matrix): 1분 영어 말하기;김태윤;길벗이지톡;20140110;외국어;\11,000
123;9788952768865;저스트고 유럽(2014-2015)(개정판)(Just Go 26);최철호;시공사;20140325;여행;\18,000
124;9788990982513;한여름의 방정식(양장본 HardCover);히가시노 게이고;재인;20140317;소설;\16,800
125;9788972977193;매달린 절벽에서 손을 뗄 수 있는가?(양장본 HardCover);강신주;동녘;20140630;인문;\19,500
126;9788994478388;식당부자들;이상규;이상미디어;20140110;경제/경영;\14,000
127;9788995501474;사랑하라 한번도 상처받지 않은 것처럼;류시화;오래된미래;20081024;시/에세이;\9,500
128;9788993616262;365 매일 읽는 긍정의 한 줄(개정판)(양장본 HardCover);린다 피콘;책이있는풍경;20121130;시/에세이;\13,500
129;9788965701842;비울수록 가득하네;정목;쌤앤파커스;20131215;시/에세이;\14,000
130;9788960866591;나를 지켜낸다는 것(리커버 특별판);팡차오후이;위즈덤하우스;20140228;자기계발;\15,000
131;9788973816361;생각이 나서;황경신;소담출판사;20101105;시/에세이;\12,800
132;9788936433673;엄마를 부탁해;신경숙;창비;20081110;소설;\13,000
133;9788992037686;클로즈업 오사카(2017)(개정증보판 6판)(클로즈업 시리즈 4);유재우;에디터;20161209;여행;\18,000
134;9788998015015;지금 시작하는 인문학;주현성;더좋은책;20121020;인문;\18,000
135;9788998886783;천금말씨;차동엽;교보문고;20140501;자기계발;\15,000
136;9788959942589;영어패턴 500 플러스(네이티브가 평생 쓰는)(MP3CD1장, 패턴훈련북포함);이광수;넥서스;20120425;외국어;\15,000
137;9791185021065;지금 중국 주식 천만원이면 10년 후 강남 아파트를 산다;정순필;스마트비즈니스;20140306;경제/경영;\13,000
138;9788927804727;서울 시. 2;하상욱;중앙북스;20130910;시/에세이;\9,800
139;9788937833663;돈으로 살 수 없는 것들;마이클 샌델;와이즈베리;20120424;인문;\16,000
140;9788901158495;부자들의 생각법;하노 벡;갤리온;20131031;경제/경영;\15,000
141;9788983924490;스코치 트라이얼(메이즈 러너 시리즈 2);제임스 대시너;문학수첩;20120726;소설;\14,800
142;9788993928396;내 사람이다;곽정은;달;20120118;시/에세이;\12,800
143;9788998660116;나는 외롭다고 아무나 만나지 않는다;양창순;센추리원;20140721;자기계발;\15,000
144;9788971848722;나를 찾아줘;길리언 플린;푸른숲;20130401;소설;\14,800
145;9788957078150;공허한 십자가(양장본 HardCover);히가시노 게이고;자음과모음;20140915;소설;\13,800
146;9788996895107;일빵빵 영어회화. 1(스토리가 있는);서장혁;토마토;20120601;외국어;\13,800
147;9788965702146;사는 곳이 운명이다;김승호;쌤앤파커스;20140808;자기계발;\15,000
148;9788993928181;끌림(개정판 2판);이병률;달;20100701;여행;\13,000
149;9788968330322;한 글자;정철;허밍버드;20140804;시/에세이;\14,800
150;9791125301110;토마토 BASIC LISTENING(베이직 리스닝)(토익점수 마구 올려주는)(전면개정판 3판);한윤희;능률교육;20131101;외국어;\12,800
151;9788990700865;해커스 텝스 보카;David Cho;해커스어학연구소;20100104;외국어;\14,900
152;9788984317475;높고 푸른 사다리;공지영;한겨레출판사;20131028;소설;\13,000
153;9788932471631;이기적 유전자(개정판);리처드 도킨스;을유문화사;20100810;과학;\18,000
154;9788925552910;닥치고 군대 육아(지랄 발랄 하은맘의);김선미;알에이치코리아;20140523;가정/육아;\13,000
155;9788952740021;한비네 집 맛있는 이야기;이현정;미호;20131220;요리;\16,800
156;9791195179206;메타생각(Meta-Thinking);임영익;리콘미디어;20140111;자기계발;\19,500
157;9788950967062;에디톨로지;김정운;21세기북스;20141024;인문;\18,000
158;9788964656259;보고의 정석;박신영;엔트리;20140519;자기계발;\14,000
159;9788947527897;내 아이를 위한 감정코칭(존 가트맨 최성애 박사의);존 가트맨;한국경제신문사;20110216;가정/육아;\15,800
160;9788998114114;시원스쿨 기초 영어법(개정판)(CD1장포함);이시원;시원스쿨닷컴;20121210;외국어;\15,000
161;9788995932582;적을 만들지 않는 대화법;샘 혼;갈매나무;20150323;자기계발;\12,000
162;9788936434144;투명인간;성석제;창비;20140630;소설;\14,000
163;9791195223510;세계로TV의 신가치투자로 돈 번 사람들;김원기;글로벌북스;20140320;경제/경영;\14,000
164;9788954624053;다른 모든 눈송이와 아주 비슷하게 생긴 단 하나의 눈송이;은희경;문학동네;20140226;소설;\12,000
165;9788925552774;흔들리지 않고 피는 꽃이 어디 있으랴(양장본 HardCover);도종환;알에이치코리아;20140623;시/에세이;\12,000
166;9788927805298;프렌즈 스페인 포르투갈(2014-2015)(Season2)(개정판 2판)(프렌즈 시리즈 10);박현숙;중앙북스;20140217;여행;\15,000
167;9788901121185;딸아 외로울 때는 시를 읽으렴;신현림;걷는나무;20110402;시/에세이;\10,000
168;9788959761593;바다 탐험대 옥토넛: 깊고 넓은 신비한 바다 여행(양장본 HardCover);메오미;문학수첩리틀북;20140627;유아(0~7세);\13,500
169;9788965744375;완전변태;이외수;해냄출판사;20140301;소설;\11,800
170;9788965700036;아프니까 청춘이다;김난도;쌤앤파커스;20101224;시/에세이;\14,000
171;9788965420163;HACKERS TOEFL READING(2ND IBT EDITION)(개정판)(CD1장포함);David Cho;해커스어학연구소;20110616;외국어;\19,800
172;9788901150598;습관의 힘;찰스 두히그;갤리온;20121030;자기계발;\16,000
173;9788917945935;New English 900 Vol. 1;Edwin T. Cornelius;YBM;20120903;외국어;\13,000
174;9788954618984;천 번을 흔들려야 어른이 된다;김난도;오우아;20120828;시/에세이;\14,000
175;9788901161297;선대인 미친 부동산을 말하다;선대인;웅진지식하우스;20131127;경제/경영;\15,000
176;9791156390404;Who? Special 김연아(한국사 Who 1)(양장본 HardCover);오영석;다산어린이;20140430;어린이(초등);\12,800
177;9788956605593;불안(양장본 HardCover);알랭 드 보통;은행나무;20120104;시/에세이;\14,000
178;9788901052922;괜찮아(꼬까신 아기그림책 3);최숙희;웅진주니어;20090422;유아(0~7세);\10,000
179;9788998114565;이시원의 왕초보 여행영어(무료 동영상 강좌 제공 + mp3 다운로드)(급할 때 바로 찾아 말하는);이시원;시원스쿨닷컴;20140328;외국어;\9,800
180;9788989863786;100층짜리 집(양장본 HardCover);이와이 도시오;북뱅크;20090625;유아(0~7세);\9,500
181;9788962606478;킨포크(Kinfolk) Vol. 1;킨포크매거진;책읽는수요일;20140426;취미/실용/스포츠;\14,500
182;9788917214406;TOEIC Starter Reading(ETS);ETS;YBM SISA;20120615;외국어;\14,800
183;9788971847244;허삼관 매혈기(3판);위화;푸른숲;20130812;소설;\12,000
184;9788993928037;보통의 존재;이석원;달;20091104;시/에세이;\12,000
185;9788933870181;어떻게 원하는 것을 얻는가;스튜어트 다이아몬드;8.0(에이트 포인트);20111130;자기계발;\15,000
186;9788983004925;버전업 굿모닝 독학일본어 첫걸음(개정판)(CD2장포함);정선영;동양문고;20140305;외국어;\14,500
187;9788956602998;내 심장을 쏴라;정유정;은행나무;20160523;소설;\12,000
188;9788937460449;데미안(세계문학전집 44);헤르만 헤세;민음사;20090120;소설;\8,000
189;9788965701255;나는 다만 조금 느릴 뿐이다;강세형;쌤앤파커스;20130129;시/에세이;\14,000
190;9788954624381;미친듯이 심플(양장본 HardCover);켄 시걸;문학동네;20140404;경제/경영;\16,800
191;9788993418620;뱃살부터 빼셔야겠습니다(퍼스널 트레이너와 1:1 맞춤 다이어트);최성우;포북(forbook);20130620;건강;\6,000
192;9788954625470;보다;김영하;문학동네;20140918;시/에세이;\12,000
193;9788970940564;달님 안녕(2판)(양장본 HardCover);하야시 아키코;한림출판사;20101224;유아(0~7세);\9,500
194;9788983925251;데스 큐어(메이즈 러너 시리즈 3);제임스 대시너;문학수첩;20140819;소설;\14,800
195;9788982814471;연금술사;파울로 코엘료;문학동네;20181205;소설;\9,500
196;9788998454241;삼성의 임원은 어떻게 일하는가;김종원;넥서스 BIZ;20140215;경제/경영;\13,800
197;9788970128856;총 균 쇠(양장본 HardCover);재레드 다이아몬드;문학사상;20130304;역사/문화;\35,000
198;9788901165516;스마트한 심리학 사용법;폴커 키츠;갤리온;20140707;인문;\14,000
199;9788901097671;상처받지 않을 권리;강신주;프로네시스;20090701;인문;\17,000
200;9788993734379;천 개의 성공을 만든 작은 행동의 힘;존 크럼볼츠;프롬북스;20140714;자기계발;\14,800
