순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
1;9788936433598;채식주의자;한강;창비;20071030;소설;\12,000
2;9791195322183;완벽하지 않은 것들에 대한 사랑;혜민;수오서재;20160203;시/에세이;\14,800
3;9788996991342;미움받을 용기(교보문고 단독 스페셜 에디션)(리커버:K);기시미 이치로;인플루엔셜;20141117;인문;\14,900
4;9788933870693;설민석의 조선왕조실록;설민석;세계사;20160720;역사/문화;\22,000
5;9788972756194;나미야 잡화점의 기적(양장본 HardCover);히가시노 게이고;현대문학;20121219;소설;\14,800
6;9788994120966;지적 대화를 위한 넓고 얕은 지식;채사장;한빛비즈;20170117;인문;\16,000
7;9788934972464;사피엔스;유발 하라리;김영사;20151124;인문;\22,000
8;9788968330889;나에게 고맙다;전승환;허밍버드;20160701;시/에세이;\13,800
9;9791186560129;미움받을 용기. 2(교보문고 단독 스페셜 에디션)(리커버:K);기시미 이치로;인플루엔셜;20160502;인문;\14,900
10;9791186757093;자존감 수업;윤홍균;심플라이프;20160901;인문;\14,000
11;9788956609959;종의 기원;정유정;은행나무;20160516;소설;\13,000
12;9788965421832;해커스 토익 기출 보카(TOEIC VOCA);David Cho;해커스어학연구소;20180810;외국어;\12,900
13;9788956608846;낭만적 연애와 그 후의 일상(양장본 HardCover);알랭 드 보통;은행나무;20160825;소설;\13,500
14;9788994120997;지적 대화를 위한 넓고 얕은 지식: 현실너머 편;채사장;한빛비즈;20150204;인문;\16,000
15;9788954623773;설민석의 무도 한국사 특강(Human Special Lecture 2);설민석;휴먼큐브;20140117;역사/문화;\20,000
16;9788972757573;라플라스의 마녀;히가시노 게이고;현대문학;20160111;소설;\14,800
17;9788950965693;빨강머리 앤이 하는 말;백영옥;아르테(arte);20160715;시/에세이;\16,000
18;9788965745617;풀꽃도 꽃이다. 1(양장본 HardCover);조정래;해냄출판사;20160712;소설;\13,800
19;9788965702917;너에게 하고 싶은 말;김수민;쌤앤파커스;20151211;시/에세이;\13,000
20;9788997396658;못 참는 아이 욱하는 부모;오은영;코리아닷컴;20160515;가정/육아;\16,800
21;9788965421719;해커스 신토익 리딩(Hackers TOEIC Reading);David Cho;해커스어학연구소;20160321;외국어;\18,800
22;9791130605210;오베라는 남자;프레드릭 배크만;다산책방;20150520;소설;\13,800
23;9788998046682;하늘과 바람과 별과 시;윤동주;소와다리;20160209;시/에세이;\9,800
24;9788952227829;미 비포 유(Me Before You);조조 모예스;살림;20140101;소설;\15,000
25;9788993928037;보통의 존재;이석원;달;20091104;시/에세이;\12,000
26;9788959136896;스물아홉 생일 1년 후 죽기로 결심했다;하야마 아마리;예담;20120720;시/에세이;\12,800
27;9788947540674;오리지널스;애덤 그랜트;한국경제신문사;20160202;경제/경영;\16,000
28;9788936434120;소년이 온다;한강;창비;20140519;소설;\12,000
29;9791157841110;미라클모닝;할 엘로드;한빛비즈;20160222;자기계발;\12,000
30;9788954637169;법륜 스님의 행복;법륜;나무의마음;20160817;종교;\14,000
31;9788965421689;해커스 토익 스타트 리딩(Hackers TOEIC Start Reading)(신토익 Edition)(3판);David Cho;해커스어학연구소;20190116;외국어;\14,900
32;9788947540926;김미경의 인생미답(양장본 HardCover);김미경;한국경제신문사;20160510;자기계발;\15,000
33;9788965421726;해커스 신토익 리스닝(Hackers TOEIC Listening);David Cho;해커스어학연구소;20160321;외국어;\18,800
34;9788965961956;숨결이 바람 될 때(양장본 HardCover);폴 칼라니티;흐름출판;20160822;시/에세이;\14,000
35;9788983926289;해리 포터와 저주받은 아이 1부(스페셜 리허설 에디션 대본);J. K. 롤링;문학수첩;20161117;소설;\12,000
36;9788990982575;가면산장 살인사건(양장본 HardCover);히가시노 게이고;재인;20140926;소설;\14,800
37;9788984372757;지금 이 순간;기욤 뮈소;밝은세상;20151202;소설;\13,800
38;9791159996665;BIGVOCA core(빅보카 코어);신영준;로크미디어;20160722;외국어;\12,000
39;9788959130030;편안하고 사랑스럽고 그래(양장본 HardCover);퍼엉;예담;20160314;시/에세이;\13,800
40;9788994040738;언제 들어도 좋은 말;이석원;그책;20170917;시/에세이;\13,000
41;9788959893638;트렌드 코리아 2016;김난도;미래의창;20151110;경제/경영;\16,000
42;9788962805901;제4차 산업혁명(클라우스 슈밥의);클라우스 슈밥;새로운현재;20160420;경제/경영;\15,000
43;9788950962869;가끔은 격하게 외로워야 한다;김정운;21세기북스;20160104;자기계발;\18,000
44;9788956604992;7년의 밤;정유정;은행나무;20160530;소설;\14,500
45;9788901161198;너는 나에게 상처를 줄 수 없다;배르벨 바르데츠키;걷는나무;20131120;인문;\14,000
46;9788956056609;다시, 책은 도끼다;박웅현;북하우스;20160609;인문;\16,000
47;9788915102019;임신 출산 육아 대백과(2019~2020)(개정판);삼성출판사 편집부;삼성출판사;20190701;가정/육아;\18,500
48;9788933870648;내 안에서 나를 만드는 것들;애덤 스미스 (원저);세계사;20151027;인문;\15,000
49;9788950964948;애프터 유(After You);조조 모예스;아르테(arte);20160523;소설;\16,000
50;9791186560167;명견만리: 인구, 경제, 북한, 의료 편;KBS <명견만리> 제작팀;인플루엔셜;20160607;경제/경영;\15,800
51;9791195906802;그럴 때 있으시죠?;김제동;나무의마음;20161025;시/에세이;\15,800
52;9788965700609;멈추면 비로소 보이는 것들;혜민 스님;쌤앤파커스;20120127;시/에세이;\14,000
53;9791159090141;세계미래보고서 2050;박영숙;교보문고;20160128;경제/경영;\15,000
54;9791195677108;시민의 교양;채사장;웨일북(whalebooks);20151227;인문;\15,000
55;9788965421696;해커스 토익 스타트 리스닝(Hackers TOEIC Start Listening)(신토익 Edition);David Cho;해커스어학연구소;20190130;외국어;\14,900
56;9788971996676;담론;신영복;돌베개;20150420;인문;\18,000
57;9788926396858;백종원이 추천하는 집밥 메뉴 54;백종원;서울문화사;20160120;요리;\9,900
58;9788998274634;언틸유아마인(Until you're mine);사만다 헤이즈;북플라자;20160131;소설;\15,000
59;9788965133520;유시민의 글쓰기 특강;유시민;생각의길;20150410;인문;\15,000
60;9791130607887;할머니가 미안하다고 전해달랬어요;프레드릭 배크만;다산책방;20160404;소설;\14,800
61;9788965133759;표현의 기술;유시민;생각의길;20160608;인문;\16,000
62;9788971991060;감옥으로부터의 사색;신영복;돌베개;20100901;시/에세이;\13,000
63;9788972757719;직업으로서의 소설가(양장본 HardCover);무라카미 하루키;현대문학;20160425;시/에세이;\14,000
64;9788917224696;ETS TOEIC(토익) Test 공식종합서 LC;ETS;YBM;20160506;외국어;\19,800
65;9791186805398;그릿(Grit);앤절라 더크워스;비즈니스북스;20161028;자기계발;\16,000
66;9788917224702;ETS TOEIC(토익) Test 공식종합서 RC;ETS;YBM;20160506;외국어;\19,800
67;9788960513914;나는 생각이 너무 많아;크리스텔 프티콜랭;부키;20140520;인문;\14,800
68;9788952776792;헬로, 카카오프렌즈;미호 편집부;미호;20160831;예술/대중문화;\12,000
69;9788956056531;여덟 단어;박웅현;북하우스;20130520;인문;\15,000
70;9788994612959;대통령의 글쓰기;강원국;메디치미디어;20170525;인문;\16,000
71;9791195675456;대한민국 부동산의 미래;김장섭;트러스트북스;20160620;경제/경영;\16,000
72;9788959894239;트렌드 코리아 2017;김난도;미래의창;20161031;경제/경영;\16,000
73;9788937460449;데미안(세계문학전집 44);헤르만 헤세;민음사;20090120;소설;\8,000
74;9791186340691;글자전쟁(양장본 HardCover);김진명;새움;20150801;소설;\14,200
75;9788960869363;반응하지 않는 연습;구사나기 류슌;위즈덤하우스;20160512;자기계발;\12,800
76;9788992037686;클로즈업 오사카(2017)(개정증보판 6판)(클로즈업 시리즈 4);유재우;에디터;20161209;여행;\18,000
77;9788926396674;백종원이 추천하는 집밥 메뉴 52;백종원;서울문화사;20140828;요리;\9,900
78;9791130606392;덕혜옹주;권비영;다산책방;20151020;소설;\13,800
79;9788965132288;어떻게 살 것인가;유시민;생각의길;20130313;인문;\15,000
80;9788998114114;시원스쿨 기초 영어법(개정판)(CD1장포함);이시원;시원스쿨닷컴;20121210;외국어;\15,000
81;9788992441643;어떻게 인생을 살 것인가;쑤린;다연;20150608;자기계발;\15,000
82;9788965421030;해커스 보카(Hackers Vocabulary)(개정판 2판);David Cho;해커스어학연구소;20150701;외국어;\16,900
83;9791158160432;블로노트(Blonote);타블로;달;20160928;시/에세이;\13,000
84;9788901208220;1년 만에 기억력 천재가 된 남자;조슈아 포어;갤리온;20160421;인문;\15,000
85;9788960868434;혼자 있는 시간의 힘(기대를 현실로 바꾸는);사이토 다카시;위즈덤하우스;20150727;자기계발;\12,800
86;9788973815548;즐겁게 살자, 고민하지 말고;에쿠니 가오리;소담;20160620;소설;\13,800
87;9791187165002;아주 작은 반복의 힘(끝까지 계속하게 만드는);로버트 마우어;스몰빅라이프;20160302;자기계발;\13,000
88;9791156756552;죽여 마땅한 사람들;피터 스완슨;푸른숲;20160722;소설;\14,800
89;9788966186655;주식투자 무작정 따라하기(개정판);윤재수;길벗;20131210;경제/경영;\16,000
90;9788952773104;13층 나무 집(456 Book 클럽)(양장본 HardCover);앤디 그리피스;시공주니어;20181105;어린이(초등);\11,000
91;9788984318885;태도에 관하여(양장본 HardCover);임경선;한겨레출판사;20150330;시/에세이;\12,000
92;9791133414024;원피스. 80: 개막 선언;오다 에이치로;대원씨아이;20160229;만화;\5,000
93;9788991113756;이기는 대화(양장본 HardCover);이서정;머니플러스;20130718;자기계발;\13,000
94;9788932916194;창문 넘어 도망친 100세 노인;요나스 요나손;열린책들;20130725;소설;\13,800
95;9791157280292;꽃을 보듯 너를 본다(J. H Classic 2)(양장본 HardCover);나태주;지혜;20150620;시/에세이;\10,000
96;9791159996672;BIGVOCA advanced(빅보카 어드밴스드);신영준;로크미디어;20160722;외국어;\12,000
97;9788956055466;책은 도끼다;박웅현;북하우스;20111010;인문;\16,000
98;9788954640718;흰;한강;난다;20160601;소설;\11,500
99;9791185502076;비밀의 정원(출간 5주년 기념 특별 리커버 에디션);조해너 배스포드;클;20140820;예술/대중문화;\12,000
100;9791195614905;파이브;댄 자드라;앵글북스;20151027;자기계발;\13,000
101;9788965421733;해커스 토익 중급 리딩(Hackers TOEIC Reading)(신토익 Edition);David Cho;해커스어학연구소;20160404;외국어;\14,900
102;9788901212463;1등의 습관;찰스 두히그;알프레드;20160509;자기계발;\16,800
103;9791159031014;하늘과 바람과 별과 시(현대어판);윤동주;더스토리;20160314;시/에세이;\5,500
104;9788901205885;여자가 절대 포기하지 말아야 할 것들(어떤 삶을 살든);박금선;갤리온;20160104;시/에세이;\14,000
105;9788970127248;총 균 쇠;재레드 다이아몬드;문학사상;20051219;역사/문화;\28,000
106;9788952782380;65층 나무 집(456 Book 클럽)(양장본 HardCover);앤디 그리피스;시공주니어;20181105;어린이(초등);\12,000
107;9791186560204;명견만리: 윤리, 기술, 중국, 교육 편;KBS <명견만리> 제작팀;인플루엔셜;20160921;경제/경영;\15,800
108;9788917224726;ETS 토익 공식입문서 RC;ETS;YBM;20160506;외국어;\14,800
109;9788984075313;신경 쓰지 않는 연습;나토리 호겐;세종서적;20151222;자기계발;\15,000
110;9791186560112;좋아 보이는 것들의 비밀;이랑주;인플루엔셜;20160418;경제/경영;\15,000
111;9788954640466;라오스에 대체 뭐가 있는데요?(양장본 HardCover);무라카미 하루키;문학동네;20160601;시/에세이;\14,000
112;9788952781819;52층 나무 집(456 Book 클럽)(양장본 HardCover);앤디 그리피스;시공주니어;20181105;어린이(초등);\12,000
113;9791158510343;너를 놓아줄게(미드나잇 스릴러 시리즈);클레어 맥킨토시;나무의철학;20160315;소설;\14,800
114;9788965181781;무너지지만 말아;흔글;경향미디어;20160526;시/에세이;\13,500
115;9788917224719;ETS 토익 공식입문서 LC;ETS;YBM;20160506;외국어;\14,800
116;9788993322873;2030 대담한 도전(양장본 HardCover);최윤식;지식노마드;20160125;경제/경영;\28,000
117;9788983711892;코스모스(보급판);칼 세이건;사이언스북스;20100120;과학;\18,500
118;9791185716435;백년을 살아보니;김형석;덴스토리(Denstory);20160801;인문;\15,000
119;9788971997048;명리: 운명을 읽다;강헌;돌베개;20151214;인문;\16,000
120;9788935211166;천년의 내공(내가 단단해지는 새벽 공부);조윤제;청림출판;20160819;자기계발;\15,800
121;9788986836240;왜 나는 너를 사랑하는가(개정판)(양장본 HardCover);알랭 드 보통;청미래;20130115;소설;\12,000
122;9788901204772;내가 혼자 여행하는 이유;카트린 지타;걷는나무;20150730;시/에세이;\13,000
123;9788984370791;당신 거기 있어줄래요;기욤 뮈소;밝은세상;20070420;소설;\9,800
124;9788937834790;정의란 무엇인가(마이클 샌델);마이클 샌델;와이즈베리;20141120;인문;\15,000
125;9788925559650;참 소중한 너라서(있는 그대로);김지훈;알에이치코리아;20160707;시/에세이;\14,800
126;9791195522125;언어의 온도(3주년 150만부 기념 에디션);이기주;말글터;20160819;시/에세이;\13,800
127;9788932471631;이기적 유전자(개정판);리처드 도킨스;을유문화사;20100810;과학;\18,000
128;9788960902572;웬만해선 아무렇지 않다(양장본 HardCover);이기호;마음산책;20160225;소설;\12,500
129;9788940291801;착! 붙는 일본어 독학 첫걸음(CD1장포함);일본어 공부기술연구소;시사일본어사;20151015;외국어;\14,000
130;9788971997116;처음처럼;신영복;돌베개;20160222;시/에세이;\14,000
131;9788950962746;마법천자문. 34: 다르고 뛰어나다! 특별할 특;올댓스토리;아울북;20151230;어린이(초등);\9,800
132;9788996895107;일빵빵 영어회화. 1(스토리가 있는);서장혁;토마토;20120601;외국어;\13,800
133;9788959130443;편안하고 사랑스럽고 그래. 2(양장본 HardCover);퍼엉;예담;20160822;시/에세이;\13,800
134;9788993734348;어떤 하루;신준모;프롬북스;20140310;시/에세이;\13,800
135;9788965421740;해커스 토익 중급 리스닝(Hackers TOEIC Listening)(신토익 Edition);David Cho;해커스어학연구소;20160404;외국어;\14,900
136;9788993964844;싸드(THAAD);김진명;새움;20140815;소설;\14,200
137;9788959139750;어른인척(양장본 HardCover);이진이;예담;20151025;시/에세이;\12,800
138;9788998342197;환율의 미래;홍춘욱;에이지21;20160205;경제/경영;\15,000
139;9788965420286;그래머 게이트웨이 베이직(Grammar GateWay Basic): 초보를 위한 기초 영문법(Light Version)(해커스)(3판);David Cho;해커스어학연구소;20130501;외국어;\12,900
140;9788952781505;26층 나무 집(456 Book 클럽)(양장본 HardCover);앤디 그리피스;시공주니어;20181105;어린이(초등);\12,000
141;9791156177258;영단기 신토익 RC;정재현;영단기;20160620;외국어;\18,800
142;9791158730574;나는 왜 너를 사랑하는가(양장본 HardCover);수전 젠켈;심야책방;20160901;시/에세이;\14,000
143;9788959139668;시 읽는 밤: 시 밤(양장본 HardCover);하상욱;예담;20150918;시/에세이;\11,200
144;9788932917665;제3인류. 5(양장본 HardCover);베르나르 베르베르;열린책들;20160501;소설;\13,800
145;9791185541327;최진기의 교실밖 인문학;최진기;스마트북스;20160229;인문;\15,000
146;9788984319097;딸에게 주는 레시피;공지영;한겨레출판사;20150609;시/에세이;\13,500
147;9788954639002;똑게육아;로리(김준희);아우름;20151221;가정/육아;\17,800
148;9791186805282;1만 시간의 재발견;안데르스 에릭슨;비즈니스북스;20160630;자기계발;\16,000
149;9788960869707;대통령의 말하기;윤태영;위즈덤하우스;20160824;자기계발;\15,000
150;9788952781598;39층 나무 집(456 Book 클럽)(양장본 HardCover);앤디 그리피스;시공주니어;20181105;어린이(초등);\12,000
151;9788954637770;라면을 끓이며(양장본 HardCover);김훈;문학동네;20150930;시/에세이;\15,000
152;9791187498056;당신은 아무 일 없던 사람보다 강합니다;김창옥;수오서재;20161008;자기계발;\14,800
153;9788971996096;나의 한국현대사;유시민;돌베개;20140710;역사/문화;\18,000
154;9788957821114;집 없어도 땅은 사라(대박땅꾼 전은규의)(고수 따라하기 시리즈 7);전은규;국일증권경제연구소;20160316;경제/경영;\18,000
155;9791195588602;42가지 마음의 색깔(양장본 HardCover);크리스티나 누녜스 페레이라;레드스톤;20181126;유아(0~7세);\14,000
156;9788960515239;인간의 품격;데이비드 브룩스;부키;20151120;인문;\16,500
157;9791195795505;삐뽀삐뽀 119 소아과(개정판 12판);하정훈;유니책방;20160715;가정/육아;\29,800
158;9788965421009;해커스 토익스피킹(토스) Start(2주 만에 끝내는)(개정판);David Cho;해커스어학연구소;20150424;외국어;\19,800
159;9788998274719;당신은 겉보기에 노력하고 있을 뿐;리샹룽;북플라자;20161020;자기계발;\15,500
160;9788901206264;나는 단호해지기로 결심했다;롤프 젤린;걷는나무;20160411;인문;\14,000
161;9788967440886;클로즈업 도쿄(2019)(개정판)(클로즈업 시리즈 2);유재우;에디터;20180716;여행;\17,000
