순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
1;9788984370067;가시고기;조창인;밝은세상;20000110;소설;\7,500
2;9788983920683;해리포터와 마법사의 돌 제1권 1;조앤 K. 롤링;문학수첩;20091005;소설;\8,000
3;9788982732362;부자 아빠 가난한 아빠. 1;로버트 기요사키;황금가지;20090302;경제/경영;\12,000
4;9788988045930;국화꽃 향기. 1;김하인;생각의나무;20090420;소설;\8,800
5;9788986167511;영어공부 절대로 하지마라;정찬용;사회평론;19990719;외국어;\6,500
6;9788983920706;해리포터와 비밀의 방 제2권 1;조앤 K. 롤링;문학수첩;20091005;소설;\8,000
7;9788980103034;누가 내 치즈를 옮겼을까;스펜서 존슨;진명출판사;20000315;자기계발;\7,000
8;9788980381319;느리게 산다는 것의 의미;피에르 쌍소;동문선;20000620;시/에세이;\7,000
9;9788982640919;노자와 21세기 1;김용옥;통나무;19991111;인문;\6,500
10;9788970632070;만행 하버드에서 화계사까지 1;현각;열림원;19991105;시/에세이;\7,000
11;9788970631578;지금 알고 있는 걸 그때도 알았더라면(잠언시집);류시화;열림원;19980410;시/에세이;\7,500
12;9788970120157;상실의 시대:원제 노르웨이의 숲;무라카미 하루키;문학사상사;19890601;소설;\6,200
13;9788934904700;새 먼나라 이웃나라 7:일본 1(일본.일본인편);이원복;김영사;20000112;어린이(초등);\7,900
14;9788985599214;오두막 편지;법정;이레;19991215;시/에세이;\7,000
15;9788987724898;한 사람을 사랑했네;이정하;자음과모음;20000108;시/에세이;\5,500
16;9788931413298;플래시 4 애니메이션 홈페이지 만들기(할수있다)(S/W포함);장일호;영진닷컴;20000103;컴퓨터/IT;\23,000
17;9788972881216;인간경영(도쿠가와 이에야스의);도몬 후유지;작가정신;20000315;경제/경영;\12,000
18;9788908041318;무소유(2판)(양장본 HardCover);법정;범우사;19990805;시/에세이;\8,000
19;9788939203822;체 게바라 평전(역사인물찾기 10);장 코르미에;실천문학사;20000305;정치/사회;\12,000
20;9788970571485;명탐정 뚱딴지;김우영;파랑새어린이;19991215;어린이(초등);\7,500
21;9788974561383;아라리 난장 1;김주영;문이당;20000620;소설;\8,500
22;9788978910972;시도하지 않으면 아무것도 할 수 없다;지그 지글러;큰나무;20000620;자기계발;\7,000
23;9788979440997;당신이 그리운 건 내게서 조금 떨어져 있기 때문입니다;이정하 외;책만드는집;19990703;시/에세이;\5,000
24;9788901029351;이윤기의 그리스 로마 신화. 1;이윤기;웅진닷컴;20000626;역사/문화;\12,000
25;9788986167658;아직도 영어공부 하니?;정찬용;사회평론;20000613;외국어;\6,500
26;9788985599221;풍경;원성;이레;19990830;시/에세이;\8,000
27;9788936806156;나는 초단타매매로 매일 40만원 번다;최원철;청아출판사;20000407;경제/경영;\9,000
28;9788932011523;딸기밭;신경숙;문학과지성사;20000228;소설;\11,000
29;9788931413144;인터넷 비즈니스.COM;김진우;영진닷컴;19991110;경제/경영;\19,500
30;9788975600456;인터넷 무작정 따라하기(S/W포함);유해룡;길벗;19991104;컴퓨터/IT;\16,500
31;9788970123455;시인의 별(제24회 이상문학상 수상작품집 2000년도);이인화;문학사상사;20000125;소설;\12,000
32;9788995015902;창가의 토토;구로야나기 테츠코;프로메테우스출판사;20000601;소설;\7,500
33;9788973373338;남자처럼 일하고 여자처럼 승리하라;게일 에반스;해냄출판사;20000730;자기계발;\8,500
34;9788988246207;나도 모르게 당신께 익숙해 진것을 알게 되었습니다;예반;징검다리;19990616;시/에세이;\5,800
35;9788987871431;그러니까 당신도 살아;오히라 미쓰요;북하우스;20000710;시/에세이;\10,000
36;9788970632056;항아리;정호승;열림원;19991020;소설;\7,000
37;9788931001068;어린왕자(에버그린북스 2);생떽쥐뻬리;문예출판사;19991215;소설;\6,000
38;9788987268545;화성에서 온 남자 금성에서 온 여자;존 그레이;친구;19931201;자기계발;\9,000
39;9788973220465;우동 한그릇;구리 료헤이;청조사;19890701;소설;\7,500
40;9788973373284;코리아 닷컴 1;김진명;해냄출판사;20000620;소설;\7,500
41;9788982812323;철도원;아사다 지로;문학동네;20120521;소설;\12,000
42;9788936433369;오래된 정원(상);황석영;창작과비평사;20000502;소설;\14,000
43;9788935203673;빌게이츠 @ 생각의 속도;빌 게이츠;청림출판;20060705;경제/경영;\13,000
44;9788988878019;영어명문 BEST 20(꼭 외워야 할);김영숙;미국영어사;19991220;외국어;\8,800
45;9788988964040;백지연의 선택 나는 나를 경영한다;백지연;다우;20000420;시/에세이;\8,000
46;9788975272011;올인 1;노승일;들녘;20000623;소설;\8,000
47;9788971842614;간절히 @ 두려움 없이;전여옥;푸른숲;19991222;시/에세이;\8,700
48;9788988798218;최고경영자 예수 (JESUS CEO);로리 베스 존스;한언;20011215;자기계발;\9,800
49;9788982640964;도올논어 1;김용옥;통나무;20001010;인문;\8,500
50;9788901028514;나쁜 어린이 표(웅진 푸른 교실);황선미;웅진닷컴;19991220;어린이(초등);\7,000
