순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
1;9,78895E+12;시크릿(양장본 HardCover);론다 번;살림Biz;20070618;자기계발;\13,800
2;9,78893E+12;파피용;베르나르 베르베르;열린책들;20070712;소설;\9,800
3;9,78896E+12;대한민국 20대 재테크에 미쳐라;정철진;한스미디어;20060928;경제/경영;\12,000
4;9,789E+12;이기는 습관;전옥표;쌤앤파커스;20070417;자기계발;\12,000
5;9,78899E+12;해커스 토익 Reading(해설집포함);David Cho;해커스어학연구소;20080315;외국어;\18,800
6;9,78898E+12;바보처럼 공부하고 천재처럼 꿈꿔라(청소년 롤모델 시리즈 1);신웅진;명진출판사;20070103;시/에세이;\10,000
7;9,78896E+12;남한산성;김훈;학고재;20070414;소설;\13,000
8;9,78896E+12;인생 수업;엘리자베스 퀴블러 로스;이레;20140520;시/에세이;\13,800
9;9,78897E+12;파페포포 안단테;심승현;홍익출판사;20070328;만화;\8,900
10;9,78893E+12;향수(양장본 HardCover);파트리크 쥐스킨트;열린책들;20080520;소설;\12,800
11;9,78896E+12;공중그네;오쿠다 히데오;은행나무;20150615;소설;\12,000
12;9,78899E+12;해커스 토익 Listening;David Cho;해커스어학연구소;20071210;외국어;\18,800
13;9,78899E+12;청소부 밥;토드 홉킨스;위즈덤하우스;20061115;자기계발;\10,000
14;9,78899E+12;회사가 당신에게 알려주지 않는 50가지 비밀;신시아 샤피로;서돌;20090125;자기계발;\13,000
15;9,78899E+12;배려;한상복;위즈덤하우스;20060110;자기계발;\10,000
16;9,78899E+12;멘토(스펜서 존슨)(양장본 HardCover);스펜서 존슨;비즈니스북스;20070625;자기계발;\10,000
17;9,78895E+12;마시멜로 이야기;호아킴 데 포사다;한국경제신문사;20090120;자기계발;\10,000
18;9,78899E+12;살인의 해석;제드 러벤펠드;비채;20070208;소설;\13,000
19;9,78894E+12;바리데기(양장본 HardCover);황석영;창비;20070731;소설;\13,000
20;9,789E+12;에너지 버스;존 고든;쌤앤파커스;20070205;자기계발;\10,000
21;9,78897E+12;토마토 베이직: READING(토익이 가벼워지는)(단어암기장1권포함);김지연;능률교육;20051020;외국어;\9,900
22;9,78898E+12;해리포터와 죽음의 성물. 제7권(1);조앤 K. 롤링;문학수첩;20071115;소설;\8,500
23;9,78899E+12;해커스 토익 보카(무료 단어암기 TEST, 무료학습자료 제공);David Cho;해커스어학연구소;20060821;외국어;\12,900
24;9,78896E+12;경청;조신영;위즈덤하우스;20070502;자기계발;\10,000
25;9,78893E+12;내몸 사용설명서;마이클 로이젠;김영사;20070325;건강;\13,000
26;9,78897E+12;내려놓음;이용규;규장;20060307;종교;\12,000
27;9,78894E+12;부의 미래(앨빈 토플러)(반양장);앨빈 토플러;청림출판;20060818;경제/경영;\19,800
28;9,7889E+12;전쟁의 기술;로버트 그린;웅진지식하우스;20070131;자기계발;\25,000
29;9,7889E+12;금융회사가 당신에게 알려주지 않는 진실;송승용;웅진윙스;20070718;경제/경영;\12,000
30;9,789E+12;생각정리의 기술;드니 르보;지형;20070320;자기계발;\12,000
31;9,78896E+12;프린세스 마법의 주문;아네스 안;위즈덤하우스;20061129;자기계발;\9,800
32;9,78899E+12;사람을 얻는 기술;레일 라운즈;토네이도;20070627;자기계발;\12,000
33;9,78896E+12;커피프린스 1호점(양장본 HardCover);이선미;눈과마음;20060809;소설;\9,800
34;9,78898E+12;굿바이 게으름;문요한;더난출판사;20090210;자기계발;\12,000
35;9,78895E+12;포르토벨로의 마녀(양장본 HardCover);파울로 코엘료;문학동네;20130530;소설;\13,000
36;9,78896E+12;걸음아 날 살려라;이승헌;한문화;20070505;건강;\9,800
37;9,78897E+12;고마워요 소울메이트;조진국;해냄출판사;20070305;시/에세이;\13,800
38;9,78895E+12;긍정의 힘;조엘 오스틴;두란노;20050511;종교;\12,000
39;9,78896E+12;토마토 베이직: LISTENING(토익이 가벼워지는);김수현;능률교육;20051208;외국어;\9,900
40;9,78893E+12;신도 버린 사람들;나렌드라 자다브;김영사;20070608;시/에세이;\11,000
41;9,78893E+12;달콤한 나의 도시;정이현;문학과지성사;20060724;소설;\12,000
42;9,78898E+12;끌리는 사람은 1%가 다르다;이민규;더난출판사;20051117;자기계발;\12,000
43;9,78895E+12;마법천자문. 13;스튜디오 시리얼;북이십일 아울북;20061201;어린이(초등);\8,800
44;9,7889E+12;내 인생을 바꾼 한 권의 책;잭 캔필드;리더스북;20070710;시/에세이;\13,000
45;9,7889E+12;시골의사의 부자 경제학;박경철;리더스북;20060628;경제/경영;\12,000
46;9,78052E+12;Basic Grammar in Use : With Answers (2/e(한국어판);RAYMOND MURPHY;케임브리지;20041208;외국어;\17,000
47;9,78896E+12;카네기 인간관계론;데일 카네기;씨앗을뿌리는사람;20041125;자기계발;\12,000
48;9,78895E+12;인연(개정판);피천득;샘터(샘터사);20020824;시/에세이;\8,000
49;9,78898E+12;연금술사;파울로 코엘료;문학동네;20181205;소설;\9,500
50;9,78899E+12;HACKERS VOCABULARY(해커스 보캐블러리);David Cho;해커스어학연구소;20060620;외국어;\15,900
51;9,78893E+12;친절한 복희씨;박완서;문학과지성사;20071017;소설;\13,000
52;9,78899E+12;해커스 그래머 스타트(Hackers Grammar Start);David Cho;해커스어학연구소;20040107;외국어;\16,900
53;9,78893E+12;도쿄타워(엄마와 나, 때때로 아버지);릴리 프랭키;랜덤하우스코리아;20070102;소설;\9,800
54;9,78899E+12;밀리언 달러 티켓;리처드 파크 코독;마젤란;20061124;자기계발;\10,000
