순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
55;9,78899E+12;대한민국 2030 재테크 독하게 하라;김민수;미르북컴퍼니(미르북스);20070918;경제/경영;\3,300
56;9,789E+12;고슴도치의 우아함(양장본 HardCover);뮈리엘 바르베리;아르테(arte);20070831;소설;\13,000
57;9,78893E+12;돈은 아름다운 꽃이다;박현주;김영사;20070829;경제/경영;\12,000
58;9,78898E+12;주식투자 무작정 따라하기(개정판);윤재수;길벗;20110502;경제/경영;\15,000
59;9,78896E+12;마시멜로 이야기(어린이를 위한);호아킴 데 포사다;깊은책속옹달샘;20060815;어린이(초등);\8,500
60;9,789E+12;사랑하라 한번도 상처받지 않은 것처럼;류시화;오래된미래;20081024;시/에세이;\9,500
61;9,7889E+12;컬처 코드;클로테르 라파이유;리더스북;20070115;경제/경영;\13,000
62;9,78899E+12;HACKERS TOEFL READING (iBT);David Cho;해커스어학연구소;20060626;외국어;\19,500
63;9,78896E+12;행복의 건축;알랭 드 보통;이레;20070513;시/에세이;\14,000
64;9,789E+12;생각의 탄생(양장본 HardCover);로버트 루트번스타인;에코의서재;20070502;인문;\27,500
65;9,78898E+12;버전업 굿모닝 독학일본어 첫걸음(개정판)(CD2장포함);정선영;동양문고;20140305;외국어;\14,500
66;9,78895E+12;리진.1(양장본 HardCover);신경숙;문학동네;20110915;소설;\13,500
67;9,78897E+12;호미;박완서;열림원;20090223;시/에세이;\12,000
68;9,78893E+12;만들어진 신(양장본 HardCover);리처드 도킨스;김영사;20070720;인문;\25,000
69;9,78894E+12;아름다움이 나를 멸시한다;은희경;창비;20070330;소설;\12,000
70;9,78897E+12;홀리가든(양장본 HardCover);에쿠니 가오리;소담출판사;20071019;소설;\10,000
71;9,789E+12;무지개 원리(하는 일마다 잘되리라);차동엽;동이;20061120;자기계발;\12,000
72;9,78895E+12;작은 소리로 아들을 위대하게 키우는 법;마츠나가 노부후미;21세기북스;20070226;가정/육아;\10,000
73;9,78897E+12;지도 밖으로 행군하라;한비야;푸른숲;20050908;여행;\12,000
74;9,78898E+12;단 하루만 더(양장본 HardCover);미치 앨봄;세종서적;20061210;소설;\10,000
75;9,7889E+12;하버드 스타일;강인선;웅진지식하우스;20070328;시/에세이;\10,000
76;9,78899E+12;1250℃ 최고의 나를 만나라(양장본 HardCover);김범진;중앙북스;20070724;자기계발;\9,000
77;9,78894E+12;아르헨티나 할머니;요시모토 바나나;민음사;20070410;소설;\8,000
78;9,78895E+12;모모(비룡소 걸작선 13);미하엘 엔데;비룡소;20091020;소설;\12,000
79;9,78893E+12;폼페이(양장본 HardCover);로버트 해리스;랜덤하우스코리아;20070920;소설;\5,900
80;9,78899E+12;내 영단어장을 공개합니다;오자키 데쓰오;이젠;20050215;외국어;\10,000
81;9,78895E+12;똑똑하게 사랑하라;필 맥그로;시공사;20070115;시/에세이;\9,500
82;9,7889E+12;이코노믹 씽킹;로버트 프랭크;웅진지식하우스;20070910;경제/경영;\13,000
83;9,78899E+12;시간을 달리는 소녀(양장본 HardCover);츠츠이 야스타카;북스토리;20070607;소설;\9,800
84;9,78896E+12;끌림;이병률;랜덤하우스코리아;20050701;여행;\12,000
85;9,78897E+12;여자도 여자를 모른다;이외수;해냄출판사;20070430;시/에세이;\14,500
86;9,78893E+12;처음처럼(신영복 서화 에세이)(양장본 HardCover);신영복;랜덤하우스코리아;20070201;시/에세이;\12,000
87;9,78893E+12;안녕하세요 김주하입니다;김주하;랜덤하우스코리아;20070702;시/에세이;\11,000
88;9,78899E+12;바람의 화원. 1;이정명;밀리언하우스;20070807;소설;\12,000
89;9,78893E+12;정진(행복을 부르는 힘)(DVD1장포함);지광;랜덤하우스코리아;20070530;종교;\12,800
90;9,78897E+12;스케치 쉽게 하기: 기초 드로잉;김충원;진선아트북;20100724;예술/대중문화;\10,800
91;9,78899E+12;배려(어린이를 위한)(어린이 자기계발 동화 01);전지은;위즈덤하우스;20060515;어린이(초등);\8,500
92;9,78895E+12;설득의 심리학. 1;로버트 치알디니;21세기북스;20020930;자기계발;\12,000
93;9,78893E+12;오늘의 거짓말;정이현;문학과지성사;20070713;소설;\12,000
94;9,78893E+12;책 먹는 여우(양장본 HardCover);프란치스카 비어만;주니어김영사;20180510;어린이(초등);\10,000
95;9,78899E+12;HACKERS TOEFL LISTENING(iBT)(CD1장포함);David Cho;해커스어학연구소;20060501;외국어;\29,500
96;9,78899E+12;사랑해 사랑해 사랑해(아기 그림책 보물창고 1)(양장본 HardCover);버나뎃 로제티 슈스탁;보물창고;20190325;유아(0~7세);\10,500
97;9,78895E+12;딸은 세상의 중심으로 키워라;마츠나가 노부후미;21세기북스;20070520;가정/육아;\10,000
98;9,78896E+12;용기(양장본 HardCover);유영만;위즈덤하우스;20070402;자기계발;\10,000
99;9,78895E+12;샬롯의 거미줄(시공주니어 문고 독서 레벨 3 35);엘윈 브룩스 화이트;시공주니어;20001207;어린이(초등);\7,000
100;9,7889E+12;아이 러브 유;이미나;갤리온;20070223;시/에세이;\13,000
