순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
1;9,78898E+12;연금술사;파울로 코엘료;문학동네;20181205;소설;\9,500
2;9,78896E+12;다 빈치 코드 1;댄 브라운;북스캔;20070611;소설;\7,800
3;9,78896E+12;선물;스펜서 존슨;랜덤하우스코리아;20031215;자기계발;\8,500
4;9,78895E+12;설득의 심리학. 1;로버트 치알디니;21세기북스;20020930;자기계발;\12,000
5;9,78899E+12;아침형 인간(인생을 두배로 사는);사이쇼 히로시;한스미디어;20031006;자기계발;\10,000
6;9,78893E+12;나무;베르나르 베르베르;열린책들;20030630;소설;\8,800
7;9,78896E+12;그 남자 그 여자;이미나;중앙M&B;20031217;시/에세이;\9,500
8;9,78898E+12;칼의 노래 1(개정판);김훈;생각의나무;20031208;소설;\7,500
9;9,789E+12;꽃으로도 때리지 말라;김혜자;오래된미래;20081028;시/에세이;\12,500
10;9,78899E+12;세상의 중심에서 사랑을 외치다;카타야마 쿄이치;지식여행;20051010;소설;\5,900
11;9,78897E+12;10년후 한국;공병호;해냄출판사;20040607;경제/경영;\10,000
12;9,78899E+12;메모의 기술;사카토 켄지;해바라기;20030527;자기계발;\7,800
13;9,789E+12;용서;달라이 라마;오래된미래;20100615;시/에세이;\12,000
14;9,78895E+12;칭찬은 고래도 춤추게 한다;켄 블랜차드;21세기북스;20021228;자기계발;\10,000
15;9,78893E+12;2000원으로 밥상차리기;김용환;영진닷컴;20031115;요리;\8,800
16;9,78898E+12;11분(양장본 HardCover);파울로 코엘료;문학동네;20140127;소설;\12,000
17;9,78898E+12;이익훈 EYE OF THE TOEIC;이익훈;넥서스;20011105;외국어;\18,500
18;9,78899E+12;나를 변화시키는 좋은 습관;한창욱;새론북스;20040110;자기계발;\8,500
19;9,78897E+12;토마토:토익점수마구올려주는토익(READING);오혜정;능률교육;20020107;외국어;\17,000
20;9,78896E+12;황진이. 1;전경린;이룸;20040805;소설;\9,000
21;9,78895E+12;홀로 사는 즐거움;법정;샘터(샘터사);20040501;시/에세이;\9,800
22;9,78898E+12;폰더씨의 위대한 하루;앤디 앤드루스;세종서적;20030725;시/에세이;\9,500
23;9,78897E+12;냉정과 열정사이(ROSSO);에쿠니 가오리;소담출판사;20001120;소설;\12,000
24;9,78895E+12;마법천자문. 1;스튜디오 시리얼;북이십일 아울북;20031114;어린이(초등);\8,800
25;9,78894E+12;목적이 이끄는 삶;릭 워렌;디모데;20030125;종교;\12,000
26;9,789E+12;평생 성적 초등 4학년에 결정된다;김강일;예담프렌드;20040715;가정/육아;\9,800
27;9,78896E+12;집 없어도 땅은 사라(돈앞에 당당한 경제자유인 프로젝트 3);김혜경;국일증권경제연구소;20040605;경제/경영;\12,800
28;9,78898E+12;베로니카 죽기로 결심하다(양장본 HardCover);파울로 코엘료;문학동네;20140410;소설;\11,500
29;9,78898E+12;이익훈 EAR OF THE TOEIC;이익훈;넥서스;20010707;외국어;\21,500
30;9,78898E+12;이보영의 120분 영어회화(TAPE3개포함);이보영;넥서스;20030115;외국어;\15,000
31;9,78898E+12;모리와 함께한 화요일(양장본 HardCover);미치 앨봄;세종서적;20020320;시/에세이;\8,500
32;9,78898E+12;대한민국에서 장남으로 살아가기;윤영무;명진출판사;20040612;시/에세이;\9,500
33;9,78893E+12;공부 9단 오기 10단;박원희;김영사;20040724;중/고등참고서;\9,900
34;9,78897E+12;토마토:토익점수마구올려주는토익(LISTENING);오혜정;능률교육;20020107;외국어;\16,000
35;9,78898E+12;진주 귀고리 소녀;트레이시 슈발리에;강;20030825;소설;\9,500
36;9,78899E+12;엄마와 딸(전2권);폴린 페리;큰나;20040710;시/에세이;\9,000
37;9,78897E+12;파페포포 메모리즈;심승현;홍익출판사;20021023;만화;\7,500
38;9,78899E+12;미쳐야 미친다;정민;푸른역사;20040403;역사/문화;\11,900
39;9,78897E+12;나의 라임 오렌지 나무(양장본 HardCover);J.M.바스콘셀로스;동녘;20021210;소설;\7,500
40;9,78893E+12;21세기 먼나라 이웃나라 10 (미국 1:미국인 편) (올컬러판);이원복;김영사;20100710;어린이(초등);\11,900
41;9,78897E+12;상실의 시대(원제: 노르웨이의 숲)(3판);무라카미 하루키;문학사상사;20100720;소설;\15,000
42;9,78897E+12;해변의 카프카(상);무라카미 하루키;문학사상사;20030725;소설;\9,000
43;9,78899E+12;화성에서 온 남자 금성에서 온 여자;존 그레이;친구;20021210;자기계발;\10,000
44;9,78898E+12;이보영의 120분 영문법(TAPE3개포함);이보영;넥서스;20020325;외국어;\15,000
45;9,78897E+12;울 준비는 되어 있다;에쿠니 가오리;소담출판사;20040503;소설;\9,000
46;9,78897E+12;그 남자네 집;박완서;현대문학;20041023;소설;\9,000
47;9,78894E+12;체 게바라 평전(역사인물찾기 10);장 코르미에;실천문학사;20000305;정치/사회;\12,000
48;9,78897E+12;박경림 영어 성공기(CD1장포함);박경림;디자인하우스;20040615;외국어;\12,000
49;9,789E+12;연인 서태후;펄S.벅;길산;20030630;소설;\22,000
50;9,78896E+12;따뜻한 카리스마;이종선;랜덤하우스코리아;20040716;자기계발;\12,000
