순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
71;9791156757016;주진우의 이명박 추격기;주진우;푸른숲;20170816;정치/사회;\15,000
72;9788936434120;소년이 온다;한강;창비;20140519;소설;\12,000
73;9788972758242;위험한 비너스;히가시노 게이고;현대문학;20170630;소설;\14,800
74;9791186665503;말투 하나 바꿨을 뿐인데;나이토 요시히토;유노북스;20170317;자기계발;\13,000
75;9788915102019;임신 출산 육아 대백과(2019~2020)(개정판);삼성출판사 편집부;삼성출판사;20190701;가정/육아;\18,500
76;9788952784933;78층 나무 집(456 Book 클럽)(양장본 HardCover);앤디 그리피스;시공주니어;20181105;어린이(초등);\12,000
77;9791133432677;너의 이름은. 1;Makoto Shinkai (원작);대원씨아이;20161231;만화;\5,500
78;9788959894239;트렌드 코리아 2017;김난도;미래의창;20161031;경제/경영;\16,000
79;9788954641630;쇼코의 미소;최은영;문학동네;20190620;소설;\12,000
80;9791187192466;예언(양장본 HardCover);김진명;새움;20170710;소설;\14,800
81;9788994612959;대통령의 글쓰기;강원국;메디치미디어;20170525;인문;\16,000
82;9788965702917;너에게 하고 싶은 말;김수민;쌤앤파커스;20151211;시/에세이;\13,000
83;9788997396658;못 참는 아이 욱하는 부모;오은영;코리아닷컴;20160515;가정/육아;\16,800
84;9788968331503;나, 있는 그대로 참 좋다(몽글몽글 에디션);조유미;허밍버드;20170922;시/에세이;\13,800
85;9788965704959;아무것도 아닌 지금은 없다;글배우;쌤앤파커스;20170801;시/에세이;\13,000
86;9788971996096;나의 한국현대사;유시민;돌베개;20140710;역사/문화;\18,000
87;9791196067601;한국의 젊은 부자들;이신영;메이븐;20170508;경제/경영;\15,000
88;9788950968847;대한민국이 묻는다;문재인;21세기북스;20170120;정치/사회;\17,000
89;9788917224702;ETS TOEIC(토익) Test 공식종합서 RC;ETS;YBM;20160506;외국어;\19,800
90;9788917224696;ETS TOEIC(토익) Test 공식종합서 LC;ETS;YBM;20160506;외국어;\19,800
91;9788933870747;오두막(100쇄 특별판)(개정판);윌리엄 폴 영;세계사;20170508;소설;\13,800
92;9788965421696;해커스 토익 스타트 리스닝(Hackers TOEIC Start Listening)(신토익 Edition);David Cho;해커스어학연구소;20190130;외국어;\14,900
93;9791196075170;운다고 달라지는 일은 아무것도 없겠지만;박준;난다;20170701;시/에세이;\12,000
94;9788937490347;남아 있는 나날(모던 클래식 34);가즈오 이시구로;민음사;20140128;소설;\13,000
95;9791158510688;북유럽 신화;닐 게이먼;나무의철학;20170626;역사/문화;\14,800
96;9788950968984;고슴도치의 소원;톤 텔레헨;아르테(arte);20170210;소설;\13,500
97;9788901218151;청춘의 독서;유시민;웅진지식하우스;20170707;인문;\14,800
98;9788956056531;여덟 단어;박웅현;북하우스;20130520;인문;\15,000
99;9788956604992;7년의 밤;정유정;은행나무;20160530;소설;\14,500
100;9788965704546;너라는 위로;김수민;쌤앤파커스;20170421;시/에세이;\13,000
101;9791130610450;나는 까칠하게 살기로 했다;양창순;다산북스;20161128;자기계발;\15,000
102;9791186560129;미움받을 용기. 2(교보문고 단독 스페셜 에디션)(리커버:K);기시미 이치로;인플루엔셜;20160502;인문;\14,900
103;9791133442188;원피스. 84: 루피 VS. 상디;오다 에이치로;대원씨아이;20170331;만화;\5,000
104;9791160501087;마켓 4.0(필립 코틀러의)(양장본 HardCover);필립 코틀러;더퀘스트;20170217;경제/경영;\16,000
105;9791186805497;세계미래보고서 2055;박영숙;비즈니스북스;20170120;경제/경영;\16,000
106;9788950966447;프레임(양장본 HardCover);최인철;21세기북스;20160831;자기계발;\16,000
107;9788970127248;총 균 쇠;재레드 다이아몬드;문학사상;20051219;역사/문화;\28,000
108;9788970655635;나는 뻔뻔하게 살기로 했다;데이비드 시버리;홍익출판사;20170405;인문;\13,800
109;9788960515987;플랫폼 레볼루션;마셜 밴 앨스타인;부키;20170609;경제/경영;\22,000
110;9788937461033;인간 실격(세계문학전집 103);다자이 오사무;민음사;20120410;소설;\8,000
111;9791187498056;당신은 아무 일 없던 사람보다 강합니다;김창옥;수오서재;20161008;자기계발;\14,800
112;9791187498100;멈추면, 비로소 보이는 것들(개정판);혜민;수오서재;20170315;시/에세이;\14,800
113;9791159031076;데미안(양장본 HardCover);헤르만 헤세;더스토리;20160627;소설;\9,800
114;9788983926289;해리 포터와 저주받은 아이 1부(스페셜 리허설 에디션 대본);J. K. 롤링;문학수첩;20161117;소설;\12,000
115;9791158360375;알사탕(그림책이 참 좋아 39)(양장본 HardCover);백희나;책읽는곰;20170325;유아(0~7세);\12,000
116;9791185716435;백년을 살아보니;김형석;덴스토리(Denstory);20160801;인문;\15,000
117;9788925560960;도깨비. 1(쓸쓸하고 찬란하신);김은숙 (극본);알에이치코리아;20170131;소설;\13,800
118;9788965962090;에고라는 적;라이언 홀리데이;흐름출판;20170403;자기계발;\14,800
119;9791156394747;Who? Special 문재인(양장본 HardCover);김승민;다산어린이;20190605;어린이(초등);\12,800
120;9788965422006;해커스 토익 700+ LC+RC(한 권으로 끝내는);해커스 어학연구소;해커스어학연구소;20161010;외국어;\19,500
121;9788986836240;왜 나는 너를 사랑하는가(개정판)(양장본 HardCover);알랭 드 보통;청미래;20130115;소설;\12,000
122;9788965746126;할머니는 죽지 않는다;공지영;해냄출판사;20170403;소설;\12,000
123;9791195677153;열한 계단;채사장;웨일북(whalebooks);20161210;인문;\17,000
124;9788954641548;너무 시끄러운 고독(양장본 HardCover);보후밀 흐라발;문학동네;20160708;소설;\12,000
125;9791158730574;나는 왜 너를 사랑하는가(양장본 HardCover);수전 젠켈;심야책방;20160901;시/에세이;\14,000
126;9788950968267;탁월한 사유의 시선;최진석;21세기북스;20170120;인문;\17,000
127;9791159032462;어린왕자(초판본)(양장본 HardCover);앙투안 드 생텍쥐페리;더스토리;20160830;소설;\9,800
128;9788940291801;착! 붙는 일본어 독학 첫걸음(CD1장포함);일본어 공부기술연구소;시사일본어사;20151015;외국어;\14,000
129;9788956609959;종의 기원;정유정;은행나무;20160516;소설;\13,000
130;9788969521736;새벽 세시 + 무너지지만 말아 + 새삼스러운 세상 한정판 스페셜 에디션 세트(전3권);흔글;경향BP;20170424;시/에세이;\16,500
131;9791160560060;인생의 발견;시어도어 젤딘;어크로스;20161215;인문;\16,800
132;9788937460449;데미안(세계문학전집 44);헤르만 헤세;민음사;20090120;소설;\8,000
133;9788959894819;트렌드 코리아 2018(10주년 특별판);김난도;미래의창;20171030;경제/경영;\18,000
134;9791186805534;아침 5시의 기적;제프 샌더스;비즈니스북스;20170210;자기계발;\13,000
135;9791160500844;주식투자 무작정 따라하기(개정판);윤재수;길벗;20170102;경제/경영;\16,500
136;9788936447014;아홉 살 마음 사전;박성우;창비;20170310;어린이(초등);\11,000
137;9788925560939;당신의 마음을 안아줄게요;김지훈;알에이치코리아;20170125;시/에세이;\14,800
138;9788996895107;일빵빵 영어회화. 1(스토리가 있는);서장혁;토마토;20120601;외국어;\13,800
139;9791157527731;왕초보 영어회화 100일의 기적;문성현;넥서스;20160501;외국어;\12,000
140;9791195748013;도구와 기계의 원리 Now(양장본 HardCover);데이비드 맥컬레이;크래들;20170315;어린이(초등);\38,000
141;9788993928037;보통의 존재;이석원;달;20091104;시/에세이;\12,000
142;9788984370791;당신 거기 있어줄래요;기욤 뮈소;밝은세상;20070420;소설;\9,800
143;9788901093154;넛지 : 똑똑한 선택을 이끄는 힘(양장본 HardCover);리처드 탈러;리더스북;20090422;경제/경영;\15,500
144;9788954644990;제8회 젊은작가상 수상작품집(2017);임현;문학동네;20170407;소설;\12,000
145;9788926396858;백종원이 추천하는 집밥 메뉴 54;백종원;서울문화사;20160120;요리;\9,900
146;9788965421030;해커스 보카(Hackers Vocabulary)(개정판 2판);David Cho;해커스어학연구소;20150701;외국어;\16,900
147;9788959130863;어쩌면 별들이 너의 슬픔을 가져갈지도 몰라+ 플러스(감성치유 라이팅북);김용택;예담;20161215;시/에세이;\12,800
148;9788952235268;편의점 인간(양장본 HardCover);무라타 사야카;살림;20161101;소설;\12,000
149;9791186560464;영어는 3단어로;나카야마 유키코;인플루엔셜;20170721;외국어;\13,500
150;9788932471631;이기적 유전자(개정판);리처드 도킨스;을유문화사;20100810;과학;\18,000
151;9788984318885;태도에 관하여(양장본 HardCover);임경선;한겨레출판사;20150330;시/에세이;\12,000
152;9788952777041;저스트고 오사카: 교토 고베 나라(2017-2018)(Just Go 2);원경혜;시공사;20170330;여행;\18,500
153;9788952776792;헬로, 카카오프렌즈;미호 편집부;미호;20160831;예술/대중문화;\12,000
154;9788925561523;바다가 보이는 이발소;오기와라 히로시;알에이치코리아;20170519;소설;\13,000
155;9788954644860;운명과 분노;로런 그로프;문학동네;20170405;소설;\16,500
156;9788965133834;너무 재밌어서 잠 못 드는 세계사;우야마 다쿠에이;생각의길;20161010;역사/문화;\15,000
157;9788925562056;최고의 휴식;구가야 아키라;알에이치코리아;20170720;자기계발;\14,800
158;9788956450476;세계사 편력. 1;J. 네루;일빛;20040605;역사/문화;\18,000
159;9788956057842;당신 인생의 이야기;테드 창;엘리;20161019;소설;\14,500
160;9791161651019;#너에게(스페셜 에디션);하태완;넥서스BOOKS;20170825;시/에세이;\12,800
161;9788956253534;남한산성;김훈;학고재;20170705;소설;\16,000
162;9788959134717;자유로울 것(양장본 HardCover);임경선;예담;20170220;시/에세이;\13,000
163;9788925560908;도깨비 포토에세이(양장본 HardCover);화앤담픽쳐스;알에이치코리아;20170210;시/에세이;\19,800
164;9788972758303;꿀벌과 천둥(양장본 HardCover);온다 리쿠;현대문학;20170731;소설;\17,800
165;9791188380015;좀비고등학교 코믹스. 1;배아이;겜툰;20170615;어린이(초등);\9,800
166;9788932473451;블록체인 혁명(양장본 HardCover);돈 탭스콧;을유문화사;20170120;경제/경영;\25,000
167;9788926396674;백종원이 추천하는 집밥 메뉴 52;백종원;서울문화사;20140828;요리;\9,900
168;9788937834790;정의란 무엇인가(마이클 샌델);마이클 샌델;와이즈베리;20141120;인문;\15,000
169;9788960864238;삶의 정도(양장본 HardCover);윤석철;위즈덤하우스;20110110;자기계발;\14,000
170;9791186560365;일의 미래, 무엇이 바뀌고 무엇이 오는가;선대인;인플루엔셜;20170313;경제/경영;\15,800
171;9788996588733;정재승의 과학 콘서트(개정증보판);정재승;어크로스;20110707;과학;\13,500
172;9788936434267;아몬드(양장본 HardCover);손원평;창비;20170331;소설;\12,000
173;9788952777638;부동산 투자의 정석(10년 후에도 변하지 않을);김원철;알키;20161215;경제/경영;\16,000
174;9788947541473;나는 마트 대신 부동산에 간다;김유라;한국경제신문사;20161025;경제/경영;\15,000
175;9788950968670;마법천자문. 38: 지탱해라! 지탱할 지;올댓스토리;아울북;20170202;어린이(초등);\9,800
176;9788965962281;힐빌리의 노래;J.D.밴스;흐름출판;20170904;시/에세이;\14,800
177;9788927807025;어쩌다 한국인;허태균;중앙북스;20151207;인문;\16,000
178;9791195363063;스페셜솔져 코믹스. 1;유대영;겜툰;20170125;어린이(초등);\9,800
179;9788901219943;신경 끄기의 기술;마크 맨슨;갤리온;20171027;자기계발;\15,000
180;9788963708386;예감은 틀리지 않는다(양장본 HardCover);줄리언 반스;다산책방;20120326;소설;\12,800
181;9788984076266;부자언니 부자연습;유수진;세종서적;20170517;경제/경영;\15,000
182;9788937889714;추리 천재 엉덩이 탐정. 3: 불멸의 절도단 사건(양장본 HardCover);트롤;아이세움;20170330;어린이(초등);\12,000
183;9788965421733;해커스 토익 중급 리딩(Hackers TOEIC Reading)(신토익 Edition);David Cho;해커스어학연구소;20160404;외국어;\14,900
184;9791157060849;경제, 알아야 바꾼다;주진형;메디치미디어;20170405;경제/경영;\15,000
185;9791159996665;BIGVOCA core(빅보카 코어);신영준;로크미디어;20160722;외국어;\12,000
186;9788998114114;시원스쿨 기초 영어법(개정판)(CD1장포함);이시원;시원스쿨닷컴;20121210;외국어;\15,000
187;9788952772978;유아 식판식;김주연;지식너머;20150325;요리;\13,000
188;9791195716937;나쁜 페미니스트;록산 게이;사이행성;20160314;정치/사회;\15,800
189;9791133437146;도티&잠뜰: 브리티니 왕국의 비밀(Sandbox Friends 코믹 시리즈 2);김현수;대원키즈;20161223;어린이(초등);\9,500
190;9788926366028;백종원이 추천하는 집밥 메뉴 55(백종원이 추천하는 집밥 메뉴 3);백종원;서울문화사;20170421;요리;\9,900
191;9788992441858;말주변이 없어도 대화 잘하는 법;김영돈;다연;20161010;자기계발;\13,000
192;9788925561325;대한민국 부동산 투자;김학렬(빠숑);알에이치코리아;20170322;경제/경영;\16,500
193;9791195857906;우리에겐 언어가 필요하다;이민경;봄알람;20160822;정치/사회;\12,000
194;9788967440886;클로즈업 도쿄(2019)(개정판)(클로즈업 시리즈 2);유재우;에디터;20180716;여행;\17,000
195;9791157528370;나혼자 끝내는 독학 일본어 첫걸음(CD1장포함);넥서스콘텐츠개발팀;넥서스JAPANESE;20160627;외국어;\13,000
196;9788954637756;개인주의자 선언;문유석;문학동네;20150923;인문;\13,500
197;9791158790721;사랑의 온도;하명희;북로드;20170918;소설;\13,000
198;9791185152431;내 문장이 그렇게 이상한가요?;김정선;유유;20160124;인문;\12,000
199;9791158551957;해커스 OPIc 오픽 Advanced 공략(2주 만에 끝내는)(개정판);해커스 오픽연구소;해커스;20160712;외국어;\15,900
200;9788927700821;최강 동물왕: 멸종동물 편;학연 컨텐츠 개발팀;다락원;20161220;어린이(초등);\12,000
