순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
1;9,78895E+12;시크릿(양장본 HardCover);론다 번;살림Biz;20070618;자기계발;\13,800
2;9,78897E+12;하악하악: 이외수의 생존법;이외수;해냄출판사;20080330;시/에세이;\14,500
3;9,789E+12;네가 어떤 삶을 살든 나는 너를 응원할 것이다(양장본 HardCover);공지영;오픈하우스;20080324;시/에세이;\14,400
4;9,78895E+12;마시멜로 두 번째 이야기(양장본 HardCover);호아킴 데 포사다;한국경제신문사;20071217;자기계발;\12,000
5;9,78899E+12;해커스 토익 Reading(해설집포함);David Cho;해커스어학연구소;20080315;외국어;\18,800
6;9,7889E+12;서른살이 심리학에게 묻다;김혜남;갤리온;20080218;인문;\12,000
7;9,78897E+12;즐거운 나의 집;공지영;푸른숲;20071120;소설;\9,800
8;9,7889E+12;ENGLISH RESTART BASIC;I. A. RICHARDS;뉴런;20080707;외국어;\9,000
9;9,78898E+12;구해줘(2판);기욤 뮈소;밝은세상;20100913;소설;\11,000
10;9,78898E+12;사랑하기 때문에;기욤 뮈소;밝은세상;20140317;소설;\9,800
11;9,78899E+12;해커스 토익 Listening;David Cho;해커스어학연구소;20071210;외국어;\18,800
12;9,78895E+12;개밥바라기별(양장본 HardCover);황석영;문학동네;20080801;소설;\10,000
13;9,78893E+12;몰입;황농문;알에이치코리아;20071210;자기계발;\12,000
14;9,78899E+12;해커스 토익 보카(무료 단어암기 TEST, 무료학습자료 제공);David Cho;해커스어학연구소;20060821;외국어;\12,900
15;9,78897E+12;꿈꾸는 다락방(양장본 HardCover);이지성;국일미디어;20070528;자기계발;\13,500
16;9,78895E+12;로드(THE ROAD)(양장본 HardCover);코맥 매카시;문학동네;20080610;소설;\13,000
17;9,78895E+12;마지막 강의(양장본 HardCover);랜디 포시;살림;20080616;자기계발;\12,000
18;9,7889E+12;ENGLISH RESTART ADVANCED. 1 :스피킹편;I. A. RICHARDS;뉴런;20080707;외국어;\10,000
19;9,78897E+12;눈먼 자들의 도시(양장본 HardCover);주제 사라마구;해냄출판사;20150415;소설;\14,500
20;9,78896E+12;나쁜 사마리아인들;장하준;부키;20071010;경제/경영;\14,000
21;9,78897E+12;연을 쫓는 아이(개정판);할레드 호세이니;열림원;20071217;소설;\13,500
22;9,78899E+12;그래도 계속 가라(양장본 HardCover);조셉 M. 마셜;조화로운삶;20080321;시/에세이;\9,800
23;9,78899E+12;리버보이;팀 보울러;놀;20071020;소설;\9,000
24;9,78893E+12;20대 공부에 미쳐라;나카지마 다카시;랜덤하우스코리아;20080125;자기계발;\8,000
25;9,78893E+12;달콤한 나의 도시;정이현;문학과지성사;20060724;소설;\12,000
26;9,78899E+12;바람의 화원. 1;이정명;밀리언하우스;20070807;소설;\12,000
27;9,78899E+12;여자라면 힐러리처럼;이지성;다산북스;20071015;자기계발;\12,000
28;9,78899E+12;해커스 토익 스타트 READING(초보토익 4주완성);David Cho;해커스어학연구소;20081125;외국어;\14,900
29;9,78893E+12;와인의 세계, 세계의 와인. 1: 와인의 세계(이원복 교수의);이원복;김영사;20071225;요리;\11,900
30;9,78899E+12;무지개 원리: 스마트 버전(양장본 HardCover);차동엽;위즈앤비즈;20080410;자기계발;\10,000
31;9,78896E+12;공중그네;오쿠다 히데오;은행나무;20150615;소설;\12,000
