순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
1;9,78895E+12;마시멜로 이야기;호아킴 데 포사다;한국경제신문사;20090120;자기계발;\10,000
2;9,78897E+12;우리들의 행복한 시간;공지영;푸른숲;20050417;소설;\9,500
3;9,78898E+12;끌리는 사람은 1%가 다르다;이민규;더난출판사;20051117;자기계발;\12,000
4;9,78899E+12;해커스 토익 Reading(해설집포함);David Cho;해커스어학연구소;20080315;외국어;\18,800
5;9,78896E+12;인생 수업;엘리자베스 퀴블러 로스;이레;20140520;시/에세이;\13,800
6;9,78899E+12;배려;한상복;위즈덤하우스;20060110;자기계발;\10,000
7;9,78894E+12;부의 미래(앨빈 토플러)(반양장);앨빈 토플러;청림출판;20060818;경제/경영;\19,800
8;9,78895E+12;긍정의 힘;조엘 오스틴;두란노;20050511;종교;\12,000
9;9,789E+12;살아 있는 것은 다 행복하라;법정;조화로운삶;20060215;시/에세이;\9,800
10;9,78899E+12;해커스 토익 Listening;David Cho;해커스어학연구소;20071210;외국어;\18,800
11;9,7889E+12;경제학 콘서트. 1;팀 하포드;웅진씽크빅;20060205;경제/경영;\13,000
12;9,78897E+12;사랑 후에 오는 것들(공지영)(중판)(양장본 HardCover);공지영;소담출판사;20130208;소설;\12,000
13;9,78895E+12;악마는 프라다를 입는다 1;로렌 와이스버거;문학동네;20060511;소설;\10,000
14;9,78897E+12;여자생활백서;안은영;해냄출판사;20060410;자기계발;\13,800
15;9,78896E+12;다 빈치 코드 1;댄 브라운;북스캔;20070611;소설;\7,800
16;9,78897E+12;토마토 베이직: READING(토익이 가벼워지는)(단어암기장1권포함);김지연;능률교육;20051020;외국어;\9,900
17;9,78896E+12;여자의 모든 인생은 20대에 결정된다;남인숙;랜덤하우스코리아;20040710;자기계발;\8,500
18;9,78893E+12;향수(양장본 HardCover);파트리크 쥐스킨트;열린책들;20080520;소설;\12,800
19;9,7889E+12;핑;스튜어트 에이버리 골드;웅진윙스;20060111;자기계발;\9,800
20;9,78897E+12;지도 밖으로 행군하라;한비야;푸른숲;20050908;여행;\12,000
21;9,78895E+12;모모(비룡소 걸작선 13);미하엘 엔데;비룡소;20091020;소설;\12,000
22;9,78895E+12;행복한 이기주의자;웨인 다이어;21세기북스;20060425;자기계발;\10,000
23;9,78899E+12;한국의 젊은 부자들;박용석;토네이도;20060313;경제/경영;\12,000
24;9,78896E+12;공중그네;오쿠다 히데오;은행나무;20150615;소설;\12,000
25;9,78898E+12;연금술사;파울로 코엘료;문학동네;20181205;소설;\9,500
26;9,78897E+12;아내가 결혼했다(제2회 세계문학상 당선작);박현욱;문이당;20060315;소설;\9,800
27;9,7889E+12;시골의사의 부자 경제학;박경철;리더스북;20060628;경제/경영;\12,000
28;9,78897E+12;사랑 후에 오는 것들(츠지 히토나리)(양장본 HardCover);츠지 히토나리;소담출판사;20130208;소설;\12,000
29;9,78894E+12;오만과 편견(세계문학전집 88);제인 오스틴;민음사;20090120;소설;\11,000
30;9,78895E+12;설득의 심리학. 1;로버트 치알디니;21세기북스;20020930;자기계발;\12,000
31;9,789E+12;사랑하라 한번도 상처받지 않은 것처럼;류시화;오래된미래;20081024;시/에세이;\9,500
32;9,78894E+12;플라이 대디 플라이(개정판)(양장본 HardCover);가네시로 가즈키;북폴리오;20110729;소설;\8,500
33;9,78899E+12;16살 네 꿈이 평생을 결정한다;김재헌;팝콘북스;20060120;자기계발;\8,800
34;9,78896E+12;토마토 베이직: LISTENING(토익이 가벼워지는);김수현;능률교육;20051208;외국어;\9,900
35;9,78899E+12;부동산투자는 과학이다(고종완의);고종완;다산북스;20060407;경제/경영;\15,000
36;9,78895E+12;스타일 북(style book);서은영;시공사;20060801;예술/대중문화;\12,000
37;9,78896E+12;카네기 인간관계론;데일 카네기;씨앗을뿌리는사람;20041125;자기계발;\12,000
38;9,78897E+12;내려놓음;이용규;규장;20060307;종교;\12,000
39;9,78899E+12;행복(양장본 HardCover);스펜서 존슨;비즈니스북스;20060710;자기계발;\10,000
40;9,78895E+12;피라니아 이야기(양장본 HardCover);호아킴 데 포사다;시공사;20060911;자기계발;\9,500
41;9,78896E+12;그 남자 그 여자 3;FM음악도시;랜덤하우스코리아;20060420;시/에세이;\9,800
42;9,78896E+12;대한민국 20대 재테크에 미쳐라;정철진;한스미디어;20060928;경제/경영;\12,000
43;9,78893E+12;달콤한 나의 도시;정이현;문학과지성사;20060724;소설;\12,000
44;9,78894E+12;목적이 이끄는 삶;릭 워렌;디모데;20030125;종교;\12,000
45;9,78896E+12;멈추지 않는 도전;박지성;랜덤하우스코리아;20060310;시/에세이;\9,000
46;9,78899E+12;빗방울처럼 나는 혼자였다(양장본 HardCover);공지영;황금나침반;20060508;시/에세이;\9,500
47;9,78899E+12;뿌리깊은 나무. 1;이정명;밀리언하우스;20060718;소설;\12,000
48;9,78899E+12;살아 있는 동안 꼭 해야 할 49가지;탄줘잉;위즈덤하우스;20041220;자기계발;\8,800
49;9,78897E+12;블루오션전략(양장본 HardCover);김위찬;교보문고;20050407;경제/경영;\17,000
50;9,78895E+12;마법천자문. 11;스튜디오 시리얼;북이십일 아울북;20060330;어린이(초등);\8,800
51;9,78898E+12;베로니카 죽기로 결심하다(양장본 HardCover);파울로 코엘료;문학동네;20140410;소설;\11,500
52;9,78897E+12;오만과 편견;제인 오스틴;동해출판사;20040110;소설;\12,000
53;9,78898E+12;디지로그: 선언편(양장본 HardCover);이어령;생각의나무;20060406;경제/경영;\12,000
54;9,78893E+12;여자의 모든 인생은 20대에 결정된다(실천편);남인숙;랜덤하우스코리아;20060914;자기계발;\9,500
55;9,78896E+12;섬기는 부모가 자녀를 큰사람으로 키운다;전혜성;랜덤하우스코리아;20060430;가정/육아;\9,800
56;9,78899E+12;HACKERS VOCABULARY(해커스 보캐블러리);David Cho;해커스어학연구소;20060620;외국어;\15,900
57;9,78898E+12;영어일기 표현사전(내가 쓰고 싶은 말이 다 있는);하명옥;넥서스;20050720;외국어;\21,500
58;9,78896E+12;마시멜로 이야기(어린이를 위한);호아킴 데 포사다;깊은책속옹달샘;20060815;어린이(초등);\8,500
59;9,78894E+12;선택;스펜서 존슨;청림출판;20051020;자기계발;\9,800
60;9,78899E+12;해커스 그래머 스타트(Hackers Grammar Start);David Cho;해커스어학연구소;20040107;외국어;\16,900
61;9,78899E+12;HACKERS TOEFL READING (iBT);David Cho;해커스어학연구소;20060626;외국어;\19,500
62;9,7889E+12;콜드리딩;이시이 히로유키;웅진윙스;20060721;자기계발;\9,800
63;9,78896E+12;가난하다고 꿈조차 가난할 수는 없다;김현근;사회평론;20060518;시/에세이;\10,800
64;9,78894E+12;곤충세계에서 살아남기. 3(서바이벌 만화 과학상식 15);코믹컴;아이세움;20060116;어린이(초등);\9,000
65;9,78899E+12;1리터의 눈물;키토 아야;이덴슬리벨;20060717;시/에세이;\9,000
66;9,7889E+12;힐러리처럼 일하고 콘디처럼 승리하라;강인선;웅진지식하우스;20060607;자기계발;\9,800
67;9,78899E+12;조선 왕 독살사건;이덕일;다산초당;20050715;역사/문화;\13,000
68;9,7889E+12;스페인 너는 자유다;손미나;웅진지식하우스;20060728;여행;\13,000
69;9,78897E+12;언젠가 기억에서 사라진다 해도(양장본 HardCover);에쿠니 가오리;소담출판사;20061030;소설;\9,000
70;9,78052E+12;Basic Grammar in Use : With Answers (2/e(한국어판);RAYMOND MURPHY;케임브리지;20041208;외국어;\17,000
71;9,78896E+12;선물;스펜서 존슨;랜덤하우스코리아;20031215;자기계발;\8,500
72;9,78899E+12;왜 나는 너를 사랑하는가;알랭 드 보통;청미래;20020715;소설;\8,500
73;9,78896E+12;우리는 사랑일까(2판)(양장본 HardCover);알랭 드 보통;은행나무;20110310;소설;\12,500
74;9,78895E+12;10년 법칙(명품 인생을 만드는);공병호;21세기북스;20060220;자기계발;\10,000
75;9,78898E+12;폰더씨의 위대한 하루;앤디 앤드루스;세종서적;20030725;시/에세이;\9,500
76;9,78899E+12;배려(어린이를 위한)(어린이 자기계발 동화 01);전지은;위즈덤하우스;20060515;어린이(초등);\8,500
