순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
155;9788991186750;죽기 전에 한번은 유대인을 만나라;랍비 조셉 텔루슈킨;북스넛;20120507;인문;\28,000
156;9788984370791;당신 거기 있어줄래요;기욤 뮈소;밝은세상;20070420;소설;\9,800
157;9788997722006;스트로베리 나이트(히메카와 레이코 형사 시리즈 1)(양장본 HardCover);혼다 테쓰야;씨엘북스;20120605;소설;\7,000
158;9788901108384;스무살에 알았더라면 좋았을 것들;티나 실리그;엘도라도;20100621;자기계발;\12,000
159;9788956601373;우리는 사랑일까(2판)(양장본 HardCover);알랭 드 보통;은행나무;20110310;소설;\12,500
160;9788937485756;막다른 골목의 추억(양장본 HardCover);요시모토 바나나;민음사;20120817;소설;\12,000
161;9788984371118;모멘트;더글라스 케네디;밝은세상;20111022;소설;\13,800
162;9788997235544;세상의 모든 전략은 전쟁에서 탄생했다(DBR 3);임용한;교보문고;20120515;경제/경영;\14,000
163;9788994343501;무라카미 하루키 잡문집;무라카미 하루키;비채;20111122;시/에세이;\14,800
164;9788901058405;철학 콘서트;황광우;웅진지식하우스;20060628;인문;\15,000
165;9788997348015;안철수의 서재;이채윤;푸른영토;20111215;인문;\13,800
166;9788925293714;요츠바랑. 11;아즈마 키요히코;대원씨아이;20120125;만화;\5,200
167;9788960864863;지금 외롭다면 잘되고 있는 것이다;한상복;위즈덤하우스;20111019;자기계발;\13,500
168;9788972754824;연을 쫓는 아이;할레드 호세이니;현대문학;20101115;소설;\13,500
169;9788975045684;40대 다시 한 번 공부에 미쳐라;김병완;함께북스;20120229;자기계발;\14,000
170;9788990809179;왜 세계의 절반은 굶주리는가;장 지글러;갈라파고스;20070312;정치/사회;\9,800
171;9788956055947;가까이;이효리;북하우스;20120524;시/에세이;\12,800
172;9788996786627;소통. 2(소통시리즈 영단어편);이시원;시원스쿨닷컴;20120201;외국어;\11,000
173;9788990700889;그래머 게이트웨이 베이직(해커스);David Cho;해커스어학연구소;20100615;외국어;\14,900
174;9788996723646;아이처럼 행복하라;알렉스 김;공감의기쁨;20120327;시/에세이;\13,800
175;9788937832994;캣칭 파이어(헝거 게임 시리즈 2)(양장본 HardCover);수잔 콜린스;북폴리오;20100915;소설;\13,000
176;9788961092005;타력(양장본 HardCover);이츠키 히로유키;지식여행;20120710;시/에세이;\13,900
177;9788995772423;어린 왕자(개정판)(아름다운 고전 시리즈 1)(양장본 HardCover);생텍쥐페리;인디고(글담);20151220;소설;\9,800
178;9788992647670;나는 아내와의 결혼을 후회한다;김정운;쌤앤파커스;20090601;인문;\13,000
179;9788960174191;제노사이드(반양장);다카노 가즈아키;황금가지;20120619;소설;\15,000
180;9788970652856;파페포포 기다려;심승현;홍익출판사;20120413;만화;\12,800
181;9788901144917;한국의 슈퍼리치;신동일;리더스북;20120420;경제/경영;\14,800
182;9788935209002;10년 후 세상;중앙일보 중앙SUNDAY 미래탐사팀;청림;20120105;경제/경영;\16,000
183;9788996786665;말하기 Basic 영문법(시원스쿨);이시원;시원스쿨닷컴;20120703;외국어;\15,000
184;9788994343587;스노우맨(형사 해리 홀레 시리즈 7);요 네스뵈;비채;20120220;소설;\14,800
185;9788993949469;달려라 정봉주;정봉주;왕의서재;20111130;정치/사회;\13,500
186;9788997206049;나무 부자들;송광섭;빠른거북이;20120531;경제/경영;\14,500
187;9788952206503;시크릿(양장본 HardCover);론다 번;살림Biz;20070618;자기계발;\13,800
188;9788992037723;클로즈업 홍콩(2015-2016)(개정판);유재우;에디터;20150401;여행;\17,000
189;9788937833229;모킹제이(헝거 게임 시리즈 3)(양장본 HardCover);수잔 콜린스;북폴리오;20110401;소설;\13,000
190;9788954617482;원더보이;김연수;문학동네;20120208;소설;\12,000
191;9788972754671;못 가본 길이 더 아름답다(양장본 HardCover);박완서;현대문학;20100802;시/에세이;\12,000
192;9788972756125;매스커레이드 호텔(양장본 HardCover);히가시노 게이고;현대문학;20120731;소설;\14,800
193;9788976772435;바보처럼 공부하고 천재처럼 꿈꿔라(청소년 롤모델 시리즈 1);신웅진;명진출판사;20070103;시/에세이;\10,000
194;9788917213522;데미덱 영어회화사전;DemiDec;YBM SISA;20120102;외국어;\19,800
195;9788963706856;난설헌;최문희;다산책방;20111010;소설;\13,000
196;9788990514400;화성에서 온 남자 금성에서 온 여자(개정판 2판);존 그레이;동녘라이프;20100415;자기계발;\13,000
197;9788993976762;늦지 않았어 지금 시작해;노경원;시드페이퍼;20120215;시/에세이;\13,000
198;9788901150628;광해 왕이 된 남자;이주호;걷는나무;20120908;소설;\13,000
199;9788954611800;1Q84. 3(양장본 HardCover);무라카미 하루키;문학동네;20100727;소설;\15,800
200;9788971847985;건투를 빈다(반양장);김어준;푸른숲;20111219;시/에세이;\15,800
