순위;ISBN;도서명;저자명;출판사명;출간일;분야;정가
53;9788901098432;멀리 가려면 함께 가라;이종선;갤리온;20090812;자기계발;\14,000
54;9788936433697;위저드 베이커리(양장본 HardCover);구병모;창비;20140210;소설;\12,800
55;9788901083377;ENGLISH RESTART ADVANCED. 2 : 리딩편;I. A. RICHARDS;뉴런;20080707;외국어;\10,000
56;9788952755988;아이의 사생활;EBS 아이의 사생활 제작팀;지식채널;20090729;가정/육아;\16,800
57;9788950908560;마법천자문. 17;스튜디오 시리얼;북이십일 아울북;20081226;어린이(초등);\8,800
58;9788960861626;회사가 붙잡는 사람들의 1% 비밀;신현만;위즈덤하우스;20090213;자기계발;\12,000
59;9788992647670;나는 아내와의 결혼을 후회한다;김정운;쌤앤파커스;20090601;인문;\13,000
60;9788959371310;꿈 너머 꿈(아침편지 고도원의);고도원;나무생각;20070416;시/에세이;\10,000
61;9788987175195;여보 나좀 도와줘;노무현;새터;20020417;시/에세이;\8,500
62;9788954606837;흐르는 강물처럼(반양장);파울로 코엘료;문학동네;20081201;시/에세이;\12,000
63;9788959972630;토마토 BASIC READING(토익이 가벼워지는)(2판)(필수단어암기장포함);이성룡;능률교육;20081010;외국어;\12,000
64;9788974254896;꿈꾸는 다락방(양장본 HardCover);이지성;국일미디어;20070528;자기계발;\13,500
65;9788971993309;후불제 민주주의;유시민;돌베개;20090309;정치/사회;\14,000
66;9788956602998;내 심장을 쏴라;정유정;은행나무;20160523;소설;\12,000
67;9788952210951;이혜영의 뷰티 바이블;이혜영;살림LIFE;20090320;건강;\15,000
68;9788954608480;승자는 혼자다. 1(양장본 HardCover);파울로 코엘료;문학동네;20130917;소설;\12,000
69;9788984073005;불평 없이 살아보기(양장본 HardCover);윌 보웬;세종서적;20090415;자기계발;\11,000
70;9788970636061;연을 쫓는 아이(개정판);할레드 호세이니;열림원;20080910;소설;\13,500
71;9788982814471;연금술사;파울로 코엘료;문학동네;20181205;소설;\9,500
72;9788973379507;하악하악: 이외수의 생존법;이외수;해냄출판사;20080330;시/에세이;\14,500
73;9788956250960;성공과 좌절;노무현;학고재;20090922;정치/사회;\15,000
74;9788990809179;왜 세계의 절반은 굶주리는가;장 지글러;갈라파고스;20070312;정치/사회;\9,800
75;9788971844427;지도 밖으로 행군하라;한비야;푸른숲;20050908;여행;\12,000
76;9788954608992;공무도하;김훈;문학동네;20091008;소설;\13,000
77;9788901099392;긍정이 걸작을 만든다;윤석금;리더스북;20090828;자기계발;\12,000
78;9788986836240;왜 나는 너를 사랑하는가(개정판)(양장본 HardCover);알랭 드 보통;청미래;20130115;소설;\12,000
79;9788990794529;사랑해 사랑해 사랑해(아기 그림책 보물창고 1)(양장본 HardCover);버나뎃 로제티 슈스탁;보물창고;20190325;유아(0~7세);\10,500
80;9788957090541;불안;알랭 드 보통;이레;20051015;시/에세이;\13,000
81;9788956051796;지식 e SEASON 1;EBS 지식채널 e;북하우스;20070409;인문;\12,800
82;9788988404515;내 영혼이 따뜻했던 날들(4판);포리스트 카터;아름드리미디어;20090327;소설;\9,000
83;9788990700179;HACKERS TOEFL READING (iBT);David Cho;해커스어학연구소;20060626;외국어;\19,500
84;9788970128351;산책하는 이들의 다섯 가지 즐거움(제33회 이상문학상 작품집)(2009)(이상문학상 작품집);김연수;문학사상;20090120;소설;\11,000
85;9788984072978;폰더 씨의 실천하는 하루 (양장본 HardCover);앤디 앤드루스;세종서적;20081206;자기계발;\12,000
86;9788901088228;심리학 초콜릿(나를 위한 달콤한 위로);김진세;웅진윙스;20080923;인문;\12,000
87;9788990700629;해커스 텝스 READING: 문법ㆍ어휘ㆍ독해 기본에서 실전까지(단어암기장1권, 해설집1권포함);David Cho;해커스어학연구소;20081114;외국어;\22,900
88;9788970123691;상실의 시대(원제: 노르웨이의 숲)(3판);무라카미 하루키;문학사상사;20100720;소설;\15,000
89;9788956370590;카네기 인간관계론;데일 카네기;씨앗을뿌리는사람;20041125;자기계발;\12,000
90;9788961885539;10미터만 더 뛰어봐;김영식;중앙북스;20080710;자기계발;\12,000
91;9788959134106;파페포포 레인보우;심승현;예담;20091019;만화;\9,800
92;9780521016391;Basic Grammar in Use : With Answers (2/e(한국어판);RAYMOND MURPHY;케임브리지;20041208;외국어;\17,000
93;9788990700056;해커스 그래머 스타트(Hackers Grammar Start);David Cho;해커스어학연구소;20040107;외국어;\16,900
94;9788983923042;천사와 악마. 1;댄 브라운;문학수첩;20081220;소설;\9,800
95;9788959972654;토마토 BASIC LISTENING(TAPE 별매)(토익이 가벼워지는)(2판);이성룡;능률교육;20081010;외국어;\12,000
96;9788993285826;위대한 선물(스베덴보리의)(양장본 HardCover);스베덴보리;다산초당;20090205;종교;\15,000
97;9788954606905;당신의 조각들;타블로;달;20081107;소설;\12,000
98;9788983004925;버전업 굿모닝 독학일본어 첫걸음(개정판)(CD2장포함);정선영;동양문고;20140305;외국어;\14,500
99;9788975603259;주식투자 무작정 따라하기(개정판);윤재수;길벗;20110502;경제/경영;\15,000
100;9788996185543;지금 당장 경제공부 시작하라(경제에 통하는 책 시리즈 3);최진기;한빛비즈;20090528;경제/경영;\18,500
101;9788993285673;영어 천재가 된 홍 대리;박정원;다산라이프;20090216;자기계발;\13,000
102;9788959245475;끌림;이병률;랜덤하우스코리아;20050701;여행;\12,000
103;9788976820532;삐뽀삐뽀 119소아과(개정판 11판)(삐뽀삐뽀 시리즈 1);하정훈;그린비;20140510;가정/육아;\29,800
104;9788901091822;사랑 고마워요 고마워요;이미나;걷는나무;20090118;시/에세이;\13,000
105;9788984370791;당신 거기 있어줄래요;기욤 뮈소;밝은세상;20070420;소설;\9,800
106;9788990514196;화성에서 온 남자 금성에서 온 여자(개정판 2판);존 그레이;동녘라이프;20080825;자기계발;\12,000
107;9788901101569;청춘의 독서;유시민;웅진지식하우스;20091027;인문;\13,800
108;9788984970243;백야행. 1;히가시노 게이고;태동출판사;20001101;소설;\9,000
109;9788971847558;즐거운 나의 집;공지영;푸른숲;20071120;소설;\9,800
110;9788950905224;설득의 심리학. 1;로버트 치알디니;21세기북스;20020930;자기계발;\12,000
111;9788973819768;좌안: 마리 이야기. 1(양장본 HardCover);에쿠니 가오리;소담출판사;20090512;소설;\10,000
112;9788934932796;나나의 네버엔딩 스토리(반양장);금나나;김영사;20081205;시/에세이;\10,000
113;9788977883109;가짜 백점(바른 마음 인성동화);권태문;HomeBook;20080725;어린이(초등);\8,000
114;9788936433635;완득이(양장본 HardCover);김려령;창비;20080321;소설;\12,800
115;9788946413139;내 생애 단 한번;장영희;샘터(샘터사);20000901;시/에세이;\7,500
116;9788947525473;마시멜로 이야기;호아킴 데 포사다;한국경제신문사;20090120;자기계발;\10,000
117;9788995501474;사랑하라 한번도 상처받지 않은 것처럼;류시화;오래된미래;20081024;시/에세이;\9,500
118;9788901058030;시골의사의 부자 경제학;박경철;리더스북;20060628;경제/경영;\12,000
119;9788960861350;20대 나만의 무대를 세워라(반양장);유수연;위즈덤하우스;20081001;자기계발;\10,000
120;9788915048249;임신 출산 육아 대백과(개정판);삼성출판사 편집부;삼성출판사;20150725;가정/육아;\18,500
121;9788934908067;책 먹는 여우(양장본 HardCover);프란치스카 비어만;주니어김영사;20180510;어린이(초등);\10,000
122;9788932471112;이기적 유전자(30주년 기념판);리처드 도킨스;을유문화사;20060930;과학;\15,000
123;9788976820754;삐뽀삐뽀 119 이유식;하정훈;그린비;20060915;요리;\11,900
124;9788959971572;토마토 VOCA CHIP (토익 빈출보카의 바삭한 암기chip)(단어장1권포함)(단어장1권포함);이성룡;능률교육;20070918;외국어;\12,000
125;9788954608329;유정아의 서울대 말하기 강의;유정아;문학동네;20090625;자기계발;\13,000
126;9788995170458;디테일의 힘(작지만 강력한);왕중추;올림;20110405;자기계발;\12,000
127;9788989222941;1년만 미쳐라;강상구;좋은책만들기;20060720;자기계발;\9,000
128;9788984054844;위험한 경제학. 1: 부동산의 비밀 편;선대인;더난출판사;20090918;경제/경영;\13,000
129;9788960861770;재미;한상복;위즈덤하우스;20090511;자기계발;\12,000
130;9788934917205;CEO 안철수, 지금 우리에게 필요한 것은;안철수;김영사;20041216;자기계발;\10,900
131;9788990700223;HACKERS TOEFL WRITING BASIC(iBT)(CD1장포함);David Cho;해커스어학연구소;20061004;외국어;\16,900
132;9788992825238;무지개 원리: 스마트 버전(양장본 HardCover);차동엽;위즈앤비즈;20080410;자기계발;\10,000
133;9788993285284;개를 훔치는 완벽한 방법;바바라 오코너;다산책방;20081020;소설;\9,800
134;9788990700643;해커스 텝스 LISTENING: 청해(CD1장, 단어암기장1권, 해설집1권포함);David Cho;해커스어학연구소;20081114;외국어;\24,900
135;9788901101187;59초;리처드 와이즈먼;웅진지식하우스;20090925;자기계발;\13,800
136;9788982817427;베로니카 죽기로 결심하다(양장본 HardCover);파울로 코엘료;문학동네;20140410;소설;\11,500
137;9788973370634;인생사용 설명서(양장본 HardCover);김홍신;해냄출판사;20090620;시/에세이;\13,800
138;9788954608855;사소한 아이의 소소한 행복(최강희);최강희;북노마드;20090929;시/에세이;\13,000
139;9788956601021;공중그네;오쿠다 히데오;은행나무;20150615;소설;\12,000
140;9788978953221;슈퍼 개미의 수익 나는 원리(억대 연봉 증권맨이 말하는);임정규;가림출판사;20090815;경제/경영;\12,500
141;9788956181295;우리 아빠가 최고야(양장본 HardCover);앤서니 브라운;킨더랜드;20070215;유아(0~7세);\10,000
142;9788990700216;HACKERS TOEFL WRITING (iBT)(CD2장포함);David Cho;해커스어학연구소;20060610;외국어;\19,500
143;9788962241044;조혜련의 박살 일본어;조혜련;로그인;20081201;외국어;\12,500
144;9788991643512;마음가는 대로;수산나 타마로;밀리언하우스;20090424;소설;\11,000
145;9788993976045;한국의 아름다움을 찾아 떠난 여행;배용준;시드페이퍼;20090922;여행;\18,000
146;9788957091593;일의 기쁨과 슬픔(양장본 HardCover);알랭 드 보통;이레;20090823;시/에세이;\15,000
147;9788901054889;경제학 콘서트. 1;팀 하포드;웅진씽크빅;20060205;경제/경영;\13,000
148;9788943306090;사과가 쿵!(세계 걸작 그림책 지크)(보드북);다다 히로시;보림;20090620;유아(0~7세);\9,500
149;9788990700230;HACKERS TOEFL READING BASIC (iBT);David Cho;해커스어학연구소;20060922;외국어;\15,900
150;9788995881606;이기는 습관;전옥표;쌤앤파커스;20070417;자기계발;\12,000
151;9788958283560;고민하는 힘;강상중;사계절;20090324;인문;\9,500
152;9788996047650;당신이 희망입니다(반양장);고도원;오픈하우스;20081130;시/에세이;\13,500
153;9788996185505;지금 당장 환율공부 시작하라(경제에 통하는 책 시리즈 1);윤채현;한빛비즈;20081220;경제/경영;\17,800
154;9788954607506;벤자민 버튼의 시간은 거꾸로 간다;F. 스콧 피츠제럴드;문학동네;20090122;소설;\11,000
155;9788992647717;전략의 탄생(양장본 HardCover);애비너시 딕시트;쌤앤파커스;20090815;경제/경영;\25,000
156;9788956025513;행복의 정복;버트런드 러셀;사회평론;20050105;인문;\9,800
157;9788901049205;시골의사의 아름다운 동행;박경철;리더스북;20050401;시/에세이;\10,000
158;9788959133918;죽은 왕녀를 위한 파반느(CD1장포함);박민규;예담;20090720;소설;\12,800
159;9788970859668;유엔미래보고서: 미리 가본 2018년;박영숙;교보문고;20081205;경제/경영;\13,000
160;9788947527101;슈퍼 개미의 투자 비밀;최명수;한국경제신문사;20090610;경제/경영;\13,000
161;9788917197822;버락 오바마 31가지 위대한 스피치(BARACK OBAMA S 31 GREAT SPEECHES)(CD1장, 별책부록포함);YBM 편집부;YBM SISA;20090201;외국어;\12,000
162;9788953297579;메이플 스토리 오프라인 RPG. 32(코믹);송도수;서울문화사;20090220;어린이(초등);\8,500
163;9788901052922;괜찮아(꼬까신 아기그림책 3);최숙희;웅진주니어;20090422;유아(0~7세);\10,000
164;9788984987258;칼의 노래(개정판)(양장본 HardCover);김훈;생각의나무;20100227;소설;\13,000
165;9788934003786;대한민국 화장품의 비밀(많이 바를수록 노화를 부르는);구희연;거름;20090410;건강;\12,000
166;9788957091432;마이 시스터즈 키퍼 쌍둥이별;조디 피콜트;이레;20090814;소설;\13,800
167;9788954605908;로드(THE ROAD)(양장본 HardCover);코맥 매카시;문학동네;20080610;소설;\13,000
168;9788971847473;바람의 딸 걸어서 지구 세 바퀴 반. 1;한비야;푸른숲;20071018;여행;\12,000
169;9788984989856;함박웃음;이재오;생각의나무;20090828;시/에세이;\14,000
170;9788992378130;그래도 계속 가라(양장본 HardCover);조셉 M. 마셜;조화로운삶;20080321;시/에세이;\9,800
171;9788952212290;시간 여행자의 아내. 1;오드리 니페네거;살림;20090817;소설;\9,000
172;9788954607667;슬럼독 밀리어네어: Q&A;비카스 스와루프;문학동네;20141001;소설;\13,500
173;9788990700254;HACKERS TOEFL SPEAKING (iBT)(CD2장포함);David Cho;해커스어학연구소;20060605;외국어;\23,900
174;9788993536065;나를 변화시키는 좋은 습관(실천편);한창욱;새론북스;20090525;자기계발;\11,000
175;9788952210470;마지막 강의(WISH BOOK증정)(양장본 HardCover)(전2권);랜디 포시;살림;20081210;자기계발;\12,000
176;9788989313694;배려;한상복;위즈덤하우스;20060110;자기계발;\10,000
177;9788957973660;잇 걸;이선배;넥서스BOOKS;20081230;예술/대중문화;\13,000
178;9788956052922;제주올레여행(놀멍 쉬멍 걸으멍)(가이드북1권포함)(반양장);서명숙;북하우스;20110408;여행;\15,000
179;9788947527088;독한 것들의 진짜 다이어트(DVD1장, 다이어리1개포함);셀러오;한국경제신문사;20090701;건강;\19,800
180;9788973819799;우안: 큐 이야기. 1(양장본 HardCover);츠지 히토나리;소담출판사;20090510;소설;\10,000
181;9788973378937;글쓰기의 공중부양(개정판);이외수;해냄출판사;20071215;인문;\13,800
182;9788960861510;허영만 꼴. 3: 귀 잘생긴 거지는 있어도 코 잘생긴 거지는 없다;허영만;위즈덤하우스;20081229;만화;\9,800
183;9788992512107;탈무드 잠언집(인생의 머리맡에 놓아두고 싶은)(지혜의 서);김하;토파즈;20080620;시/에세이;\12,000
184;9788901093420;탱고;구혜선;웅진지식하우스;20090401;소설;\11,000
185;9788990982315;예지몽(양장본 HardCover);히가시노 게이고;재인;20090331;소설;\12,000
186;9788995151204;난장이가 쏘아 올린 작은 공;조세희;이성과힘;20000710;소설;\11,000
187;9788995688991;생각의 탄생(양장본 HardCover);로버트 루트번스타인;에코의서재;20070502;인문;\27,500
188;9788935207732;불황을 넘어서: 어제 오늘 그리고 내일(양장본 HardCover);앨빈 토플러;청림출판;20090207;경제/경영;\14,800
189;9788960970939;다시 시작하는 힘;전병욱;규장;20090116;종교;\11,000
190;9788959133642;아기성장보고서 : EBS 특별기획 다큐멘터리;EBS 아기성장보고서 제작팀;예담;20090201;가정/육아;\16,800
191;9788925244747;원피스. 52;Eiichiro Oda;대원씨아이;20090430;만화;\4,500
192;9788934933748;게으른 고양이의 결심(저학년을 위한 꼬마도서관 45)(양장본 HardCover);프란치스카 비어만;주니어김영사;20090321;어린이(초등);\9,000
193;9788974255398;살잡이 까망콩(3개월에 12kg 빼주는);정주영;국일미디어;20090316;건강;\10,000
194;9788990982346;오 해피데이(양장본 HardCover);오쿠다 히데오;재인;20091016;소설;\12,000
195;9788937847301;바이러스에서 살아남기. 2(서바이벌 만화 과학상식 22);곰돌이 co.;아이세움;20090105;어린이(초등);\9,800
196;9788956601373;우리는 사랑일까(2판)(양장본 HardCover);알랭 드 보통;은행나무;20110310;소설;\12,500
197;9788947526753;회계학 콘서트;하야시 아츠무;한국경제신문사;20080605;경제/경영;\12,000
198;9788973819546;장미 비파 레몬(양장본 HardCover);에쿠니 가오리;소담출판사;20081017;소설;\12,000
199;9788976772435;바보처럼 공부하고 천재처럼 꿈꿔라(청소년 롤모델 시리즈 1);신웅진;명진출판사;20070103;시/에세이;\10,000
200;9788957090268;여행의 기술;알랭 드 보통;이레;20040726;여행;\12,000
